"","species","b","se"
"1","lovsange",-0.196596742710472,0.136395722999156
"2","bjorkefi",-0.0815700286377801,0.138817827699846
"3","graatros",0.171423357623076,0.137101421386976
"4","trepiple",0.0371508715783406,0.139212978928536
"5","blaastru",-0.334207566293117,0.130698257607217
"6","sivspurv",-0.382077725047608,0.127936260772781
"7","rodvinge",-0.140494631054805,0.137832447649865
"8","graasisi",-0.00909268709909225,0.139310031823798
