"","species","b","se"
"1","lovsange",-4.78231832329312,3.31789711428891
"2","bjorkefi",-2.01528612868283,3.42966218412984
"3","graatros",4.44484445604555,3.55490932634627
"4","trepiple",0.149766928783002,0.561211605948298
"5","blaastru",-1.86639304078725,0.729888677107884
"6","sivspurv",-2.54583848558876,0.852457589190998
"7","rodvinge",-0.67964013830825,0.666761876100284
"8","graasisi",-0.0965648314817445,1.4794801140935
