Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd);Homogenisert middeltemperatur, avvik fra normalen 19611990 (mnd)
Verdal - Sul;SN70340;aug.78;11,2;0,5
Verdal - Sul;SN70340;sep.78;6,8;0,7
Verdal - Sul;SN70340;okt.78;3,6;0,2
Verdal - Sul;SN70340;nov.78;-0,4;1,7
Verdal - Sul;SN70340;des.78;-11,9;7,3
Verdal - Sul;SN70340;jan.79;-11,1;4,4
Verdal - Sul;SN70340;feb.79;-6,7;0,6
Verdal - Sul;SN70340;mar.79;-1,9;0,9
Verdal - Sul;SN70340;apr.79;1,3;0,1
Verdal - Sul;SN70340;mai.79;6,3;0,9
Verdal - Sul;SN70340;jun.79;12,6;1,2
Verdal - Sul;SN70340;jul.79;11,5;1,1
Verdal - Sul;SN70340;aug.79;11,6;0,1
Verdal - Sul;SN70340;sep.79;7,3;0,2
Verdal - Sul;SN70340;okt.79;2,9;0,9
Verdal - Sul;SN70340;nov.79;-1,6;0,5
Verdal - Sul;SN70340;des.79;-6,9;2,3
Verdal - Sul;SN70340;jan.80;-10,4;3,7
Verdal - Sul;SN70340;feb.80;-5,8;0,3
Verdal - Sul;SN70340;mar.80;-3,5;0,7
Verdal - Sul;SN70340;apr.80;2,7;1,5
Verdal - Sul;SN70340;mai.80;6,6;0,6
Verdal - Sul;SN70340;jun.80;14,2;2,8
Verdal - Sul;SN70340;jul.80;15,2;2,6
Verdal - Sul;SN70340;aug.80;12,9;1,2
Verdal - Sul;SN70340;sep.80;9;1,5
Verdal - Sul;SN70340;okt.80;1,3;2,5
Verdal - Sul;SN70340;nov.80;-5,6;3,5
Verdal - Sul;SN70340;des.80;-6,2;1,6
Verdal - Sul;SN70340;jan.81;-6;0,7
Verdal - Sul;SN70340;feb.81;-5,8;0,3
Verdal - Sul;SN70340;mar.81;-5,5;2,7
Verdal - Sul;SN70340;apr.81;1;0,2
Verdal - Sul;SN70340;mai.81;9,1;1,9
Verdal - Sul;SN70340;jun.81;9,2;2,2
Verdal - Sul;SN70340;jul.81;12,6;0
Verdal - Sul;SN70340;aug.81;10,9;0,8
Verdal - Sul;SN70340;sep.81;9,1;1,6
Verdal - Sul;SN70340;okt.81;3;0,8
Verdal - Sul;SN70340;nov.81;-4;1,9
Verdal - Sul;SN70340;des.81;-13,3;8,7
Verdal - Sul;SN70340;jan.82;-9,6;2,9
Verdal - Sul;SN70340;feb.82;-5,3;0,8
Verdal - Sul;SN70340;mar.82;-0,1;2,7
Verdal - Sul;SN70340;apr.82;1,8;0,6
Verdal - Sul;SN70340;mai.82;6,4;0,8
Verdal - Sul;SN70340;jun.82;8,7;2,7
Verdal - Sul;SN70340;jul.82;13,5;0,9
Verdal - Sul;SN70340;aug.82;12,5;0,8
Verdal - Sul;SN70340;sep.82;7,9;0,4
Verdal - Sul;SN70340;okt.82;3,7;0,1
Verdal - Sul;SN70340;nov.82;-1;1,1
Verdal - Sul;SN70340;des.82;-2,5;2,1
Verdal - Sul;SN70340;jan.83;-2,7;4
Verdal - Sul;SN70340;feb.83;-4,8;1,3
Verdal - Sul;SN70340;mar.83;-2,4;0,4
Verdal - Sul;SN70340;apr.83;2,6;1,4
Verdal - Sul;SN70340;mai.83;8,5;1,3
Verdal - Sul;SN70340;jun.83;10;1,4
Verdal - Sul;SN70340;jul.83;13,4;0,8
Verdal - Sul;SN70340;aug.83;10,7;1
Verdal - Sul;SN70340;sep.83;8,7;1,2
Verdal - Sul;SN70340;okt.83;3,8;0
Verdal - Sul;SN70340;nov.83;-1,3;0,8
Verdal - Sul;SN70340;des.83;-2,9;1,7
Verdal - Sul;SN70340;jan.84;-8,5;1,8
Verdal - Sul;SN70340;feb.84;-2,5;3,6
Verdal - Sul;SN70340;mar.84;-4,5;1,7
Verdal - Sul;SN70340;apr.84;2,9;1,7
Verdal - Sul;SN70340;mai.84;10;2,8
Verdal - Sul;SN70340;jun.84;10,2;1,2
Verdal - Sul;SN70340;jul.84;11,5;1,1
Verdal - Sul;SN70340;aug.84;11,7;0
Verdal - Sul;SN70340;sep.84;7,1;0,4
Verdal - Sul;SN70340;okt.84;5,4;1,6
Verdal - Sul;SN70340;nov.84;0,9;3
Verdal - Sul;SN70340;des.84;-1,6;3
Verdal - Sul;SN70340;jan.85;-10,1;3,4
Verdal - Sul;SN70340;feb.85;-12,6;6,5
Verdal - Sul;SN70340;mar.85;-2,6;0,2
Verdal - Sul;SN70340;apr.85;-0,7;1,9
Verdal - Sul;SN70340;mai.85;6,2;1
Verdal - Sul;SN70340;jun.85;11,5;0,1
Verdal - Sul;SN70340;jul.85;13,4;0,8
Verdal - Sul;SN70340;aug.85;12,3;0,6
Verdal - Sul;SN70340;sep.85;6,3;1,2
Verdal - Sul;SN70340;okt.85;5,9;2,1
Verdal - Sul;SN70340;nov.85;-4,8;2,7
Verdal - Sul;SN70340;des.85;-7,2;2,6
Verdal - Sul;SN70340;jan.86;-13,2;6,5
Verdal - Sul;SN70340;feb.86;-8,6;2,5
Verdal - Sul;SN70340;mar.86;-0,2;2,6
Verdal - Sul;SN70340;apr.86;-0,4;1,6
Verdal - Sul;SN70340;mai.86;8,9;1,7
Verdal - Sul;SN70340;jun.86;13,7;2,3
Verdal - Sul;SN70340;jul.86;12,6;0
Verdal - Sul;SN70340;aug.86;10,3;1,4
Verdal - Sul;SN70340;sep.86;5,4;2,1
Verdal - Sul;SN70340;okt.86;4,3;0,5
Verdal - Sul;SN70340;nov.86;1,4;3,5
Verdal - Sul;SN70340;des.86;-7,7;3,1
Verdal - Sul;SN70340;jan.87;-13,6;6,9
Verdal - Sul;SN70340;feb.87;-6;0,1
Verdal - Sul;SN70340;mar.87;-5,9;3,1
Verdal - Sul;SN70340;apr.87;2,5;1,3
Verdal - Sul;SN70340;mai.87;5,6;1,6
Verdal - Sul;SN70340;jun.87;10,2;1,2
Verdal - Sul;SN70340;jul.87;12;0,6
Verdal - Sul;SN70340;aug.87;9,7;2
Verdal - Sul;SN70340;sep.87;7,3;0,2
Verdal - Sul;SN70340;okt.87;6,3;2,5
Verdal - Sul;SN70340;nov.87;-1,3;0,8
Verdal - Sul;SN70340;des.87;-2;2,6
Verdal - Sul;SN70340;jan.88;-3,1;3,6
Verdal - Sul;SN70340;feb.88;-5,5;0,6
Verdal - Sul;SN70340;mar.88;-4,9;2,1
Verdal - Sul;SN70340;apr.88;-1,1;2,3
Verdal - Sul;SN70340;mai.88;8,2;1
Verdal - Sul;SN70340;jun.88;12,5;1,1
Verdal - Sul;SN70340;jul.88;15,7;3,1
Verdal - Sul;SN70340;aug.88;12;0,3
Verdal - Sul;SN70340;sep.88;9,3;1,8
Verdal - Sul;SN70340;okt.88;3,3;0,5
Verdal - Sul;SN70340;nov.88;-2,1;0
Verdal - Sul;SN70340;des.88;-2;2,6
Verdal - Sul;SN70340;jan.89;1,3;8
Verdal - Sul;SN70340;feb.89;-0,6;5,5
Verdal - Sul;SN70340;mar.89;1,1;3,9
Verdal - Sul;SN70340;apr.89;2,6;1,4
Verdal - Sul;SN70340;mai.89;6,9;0,3
Verdal - Sul;SN70340;jun.89;12;0,6
Verdal - Sul;SN70340;jul.89;11,7;0,9
Verdal - Sul;SN70340;aug.89;12,2;0,5
Verdal - Sul;SN70340;sep.89;8,3;0,8
Verdal - Sul;SN70340;okt.89;4,3;0,5
Verdal - Sul;SN70340;nov.89;-0,1;2
Verdal - Sul;SN70340;des.89;-4,7;0,1
Verdal - Sul;SN70340;jan.90;-3,5;3,2
Verdal - Sul;SN70340;feb.90;1,9;8
Verdal - Sul;SN70340;mar.90;0,8;3,6
Verdal - Sul;SN70340;apr.90;3,2;2
Verdal - Sul;SN70340;mai.90;7,3;0,1
Verdal - Sul;SN70340;jun.90;12,7;1,3
Verdal - Sul;SN70340;jul.90;12,8;0,2
Verdal - Sul;SN70340;aug.90;13;1,3
Verdal - Sul;SN70340;sep.90;7,7;0,2
Verdal - Sul;SN70340;okt.90;4,7;0,9
Verdal - Sul;SN70340;nov.90;-0,5;1,6
Verdal - Sul;SN70340;des.90;-0,4;4,2
Verdal - Sul;SN70340;jan.91;-2,9;3,8
Verdal - Sul;SN70340;feb.91;-6,1;0
Verdal - Sul;SN70340;mar.91;0,3;3,1
Verdal - Sul;SN70340;apr.91;3,3;2,1
Verdal - Sul;SN70340;mai.91;5;2,2
Verdal - Sul;SN70340;jun.91;9,9;1,5
Verdal - Sul;SN70340;jul.91;14,8;2,2
Verdal - Sul;SN70340;aug.91;13,1;1,4
Verdal - Sul;SN70340;sep.91;7,4;0,1
Verdal - Sul;SN70340;okt.91;3,5;0,3
Verdal - Sul;SN70340;nov.91;0,2;2,3
Verdal - Sul;SN70340;des.91;-0,8;3,8
Verdal - Sul;SN70340;jan.92;-0,1;6,6
Verdal - Sul;SN70340;feb.92;-1,5;4,6
Verdal - Sul;SN70340;mar.92;0,8;3,6
Verdal - Sul;SN70340;apr.92;0,2;1
Verdal - Sul;SN70340;mai.92;9,5;2,3
Verdal - Sul;SN70340;jun.92;14;2,6
Verdal - Sul;SN70340;jul.92;11,4;1,2
Verdal - Sul;SN70340;aug.92;11,7;0
Verdal - Sul;SN70340;sep.92;9,1;1,6
Verdal - Sul;SN70340;okt.92;-2,7;6,5
Verdal - Sul;SN70340;nov.92;-1,8;0,3
Verdal - Sul;SN70340;des.92;-1,8;2,8
Verdal - Sul;SN70340;jan.93;-1,5;5,2
Verdal - Sul;SN70340;feb.93;-2,6;3,5
Verdal - Sul;SN70340;jun.93;8,1;3,3
Verdal - Sul;SN70340;jul.93;12,9;0,3
Verdal - Sul;SN70340;aug.93;11,3;0,4
Verdal - Sul;SN70340;sep.93;6,3;1,2
Verdal - Sul;SN70340;okt.93;2,2;1,6
Verdal - Sul;SN70340;nov.93;-3,2;1,1
Verdal - Sul;SN70340;des.93;-5,9;1,3
Verdal - Sul;SN70340;apr.94;3,2;2
Verdal - Sul;SN70340;mai.94;5,9;1,3
Verdal - Sul;SN70340;jun.94;8,9;2,5
Verdal - Sul;SN70340;jul.94;16,3;3,7
Verdal - Sul;SN70340;aug.94;13;1,3
Verdal - Sul;SN70340;sep.94;7,1;0,4
Verdal - Sul;SN70340;okt.94;2,3;1,5
Verdal - Sul;SN70340;nov.94;-0,4;1,7
Verdal - Sul;SN70340;des.94;-0,8;3,8
Verdal - Sul;SN70340;jan.95;-3,8;2,9
Verdal - Sul;SN70340;feb.95;-1,9;4,2
Verdal - Sul;SN70340;mar.95;-1,8;1
Verdal - Sul;SN70340;apr.95;0,5;0,7
Verdal - Sul;SN70340;mai.95;5,9;1,3
Verdal - Sul;SN70340;jun.95;10,9;0,5
Verdal - Sul;SN70340;jul.95;12,9;0,3
Verdal - Sul;SN70340;aug.95;11,3;0,4
Verdal - Sul;SN70340;sep.95;8,5;1
Verdal - Sul;SN70340;okt.95;6;2,2
Verdal - Sul;SN70340;nov.95;-3,4;1,3
Verdal - Sul;SN70340;des.95;-5,5;0,9
Verdal - Sul;SN70340;jan.96;-5,9;0,8
Verdal - Sul;SN70340;feb.96;-7,8;1,7
Verdal - Sul;SN70340;mar.96;-2,5;0,3
Verdal - Sul;SN70340;apr.96;1,5;0,3
Verdal - Sul;SN70340;mai.96;5,7;1,5
Verdal - Sul;SN70340;jun.96;10,4;1
Verdal - Sul;SN70340;jul.96;12,1;0,5
Verdal - Sul;SN70340;aug.96;15,9;4,2
Verdal - Sul;SN70340;sep.96;6,3;1,2
Verdal - Sul;SN70340;okt.96;4,7;0,9
Verdal - Sul;SN70340;nov.96;-4,5;2,4
Verdal - Sul;SN70340;des.96;-5,6;1
Verdal - Sul;SN70340;jan.97;-1,7;5
Verdal - Sul;SN70340;feb.97;-2,8;3,3
Verdal - Sul;SN70340;mar.97;-1,6;1,2
Verdal - Sul;SN70340;apr.97;-0,2;1,4
Verdal - Sul;SN70340;mai.97;5,8;1,4
Verdal - Sul;SN70340;jun.97;12,6;1,2
Verdal - Sul;SN70340;jul.97;16,7;4,1
Verdal - Sul;SN70340;aug.97;15,4;3,7
Verdal - Sul;SN70340;sep.97;9,4;1,9
Verdal - Sul;SN70340;okt.97;2,2;1,6
Verdal - Sul;SN70340;nov.97;-2,8;0,7
Verdal - Sul;SN70340;des.97;-3,5;1,1
Verdal - Sul;SN70340;jan.98;-3;3,7
Verdal - Sul;SN70340;feb.98;-1,5;4,6
Verdal - Sul;SN70340;mar.98;-2,1;0,7
Verdal - Sul;SN70340;apr.98;0,3;0,9
Verdal - Sul;SN70340;mai.98;6,5;0,7
Verdal - Sul;SN70340;jun.98;11;0,4
Verdal - Sul;SN70340;jul.98;13,1;0,5
Verdal - Sul;SN70340;aug.98;11,1;0,6
Verdal - Sul;SN70340;sep.98;9,8;2,3
Verdal - Sul;SN70340;okt.98;2,9;0,9
Verdal - Sul;SN70340;nov.98;-4,6;2,5
Verdal - Sul;SN70340;des.98;-4;0,6
Verdal - Sul;SN70340;jan.99;-5,7;1
Verdal - Sul;SN70340;feb.99;-4,2;1,9
Verdal - Sul;SN70340;mar.99;-1,7;1,1
Verdal - Sul;SN70340;apr.99;3,3;2,1
Verdal - Sul;SN70340;mai.99;6,5;0,7
Verdal - Sul;SN70340;jun.99;12,5;1,1
Verdal - Sul;SN70340;jul.99;13;0,4
Verdal - Sul;SN70340;aug.99;11,1;0,6
Verdal - Sul;SN70340;sep.99;11,8;4,3
Verdal - Sul;SN70340;okt.99;3,3;0,5
Verdal - Sul;SN70340;nov.99;3,1;5,2
Verdal - Sul;SN70340;des.99;-8,9;4,3
Verdal - Sul;SN70340;jan.00;-1,9;4,8
Verdal - Sul;SN70340;feb.00;-2,3;3,8
Verdal - Sul;SN70340;mar.00;-3,1;0,3
Verdal - Sul;SN70340;apr.00;2,6;1,4
Verdal - Sul;SN70340;mai.00;8,6;1,4
Verdal - Sul;SN70340;jun.00;9,1;2,3
Verdal - Sul;SN70340;jul.00;12,1;0,5
Verdal - Sul;SN70340;aug.00;11,4;0,3
Verdal - Sul;SN70340;sep.00;9,2;1,7
Verdal - Sul;SN70340;nov.00;1;3,1
Verdal - Sul;SN70340;des.00;-4,7;0,1
Verdal - Sul;SN70340;jan.01;-3,2;3,5
Verdal - Sul;SN70340;feb.01;-8,5;2,4
Verdal - Sul;SN70340;mar.01;-6,1;3,3
Verdal - Sul;SN70340;apr.01;2,1;0,9
Verdal - Sul;SN70340;mai.01;6,6;0,6
Verdal - Sul;SN70340;jun.01;10,9;0,5
Verdal - Sul;SN70340;jul.01;13,7;1,1
Verdal - Sul;SN70340;aug.01;12,9;1,2
Verdal - Sul;SN70340;sep.01;8,9;1,4
Verdal - Sul;SN70340;okt.01;4,9;1,1
Verdal - Sul;SN70340;nov.01;0,4;2,5
Verdal - Sul;SN70340;des.01;-4,5;0,1
Verdal - Sul;SN70340;jan.02;-3,7;3
Verdal - Sul;SN70340;feb.02;-1;5,1
Verdal - Sul;SN70340;mar.02;-1,1;1,7
Verdal - Sul;SN70340;apr.02;5;3,8
Verdal - Sul;SN70340;mai.02;11;3,8
Verdal - Sul;SN70340;jun.02;14,4;3
Verdal - Sul;SN70340;jul.02;14,9;2,3
Verdal - Sul;SN70340;aug.02;16,6;4,9
Verdal - Sul;SN70340;sep.02;8,5;1
Verdal - Sul;SN70340;okt.02;0,4;3,4
Verdal - Sul;SN70340;nov.02;-5,4;3,3
Verdal - Sul;SN70340;des.02;-6,2;1,6
Verdal - Sul;SN70340;jan.03;-6,9;0,2
Verdal - Sul;SN70340;feb.03;-3;3,1
Verdal - Sul;SN70340;mar.03;1,3;4,1
Verdal - Sul;SN70340;apr.03;3;1,8
Verdal - Sul;SN70340;mai.03;7,8;0,6
Verdal - Sul;SN70340;jun.03;12,4;1
Verdal - Sul;SN70340;jul.03;17,2;4,6
Verdal - Sul;SN70340;aug.03;13,1;1,4
Verdal - Sul;SN70340;sep.03;8,8;1,3
Verdal - Sul;SN70340;okt.03;1,9;1,9
Verdal - Sul;SN70340;nov.03;-0,8;1,3
Verdal - Sul;SN70340;des.03;-1,5;3,1
Verdal - Sul;SN70340;jan.04;-6,4;0,3
Verdal - Sul;SN70340;feb.04;-2,8;3,3
Verdal - Sul;SN70340;mar.04;0,3;3,1
Verdal - Sul;SN70340;apr.04;5,7;4,5
Verdal - Sul;SN70340;mai.04;7,9;0,7
Verdal - Sul;SN70340;jun.04;10,8;0,6
Verdal - Sul;SN70340;jul.04;13,5;0,9
Verdal - Sul;SN70340;aug.04;14,7;3
Verdal - Sul;SN70340;sep.04;9,8;2,3
Verdal - Sul;SN70340;okt.04;4;0,2
Verdal - Sul;SN70340;nov.04;-1,9;0,2
Verdal - Sul;SN70340;des.04;-0,5;4,1
Vinjeøra Iii;SN65110;des.52;-2,9;1,8
Vinjeøra Iii;SN65110;jan.53;-0,8;1,5
Vinjeøra Iii;SN65110;feb.53;-3,4;1,9
Vinjeøra Iii;SN65110;mar.53;3,5;3,1
Vinjeøra Iii;SN65110;apr.53;4,1;0,7
Vinjeøra Iii;SN65110;mai.53;7,7;1
Vinjeøra Iii;SN65110;jun.53;15,9;3,9
Vinjeøra Iii;SN65110;jul.53;14,5;1,5
Vinjeøra Iii;SN65110;aug.53;13,6;1
Vinjeøra Iii;SN65110;sep.53;9,9;0,6
Vinjeøra Iii;SN65110;okt.53;7,7;1,7
Vinjeøra Iii;SN65110;nov.53;4,1;3
Vinjeøra Iii;SN65110;des.53;1,1;2,2
Vinjeøra Iii;SN65110;jan.54;-3;0,7
Vinjeøra Iii;SN65110;feb.54;-3,9;2,4
Vinjeøra Iii;SN65110;mar.54;1;0,6
Vinjeøra Iii;SN65110;apr.54;3,1;0,3
Vinjeøra Iii;SN65110;mai.54;11,1;2,4
Vinjeøra Iii;SN65110;jun.54;10,6;1,4
Vinjeøra Iii;SN65110;jul.54;13,6;0,6
Vinjeøra Iii;SN65110;aug.54;12,9;0,3
Vinjeøra Iii;SN65110;sep.54;8,8;0,5
Vinjeøra Iii;SN65110;okt.54;4,4;1,6
Vinjeøra Iii;SN65110;nov.54;1,6;0,5
Vinjeøra Iii;SN65110;des.54;0,4;1,5
Vinjeøra Iii;SN65110;jan.55;-1,6;0,7
Vinjeøra Iii;SN65110;feb.55;-4,2;2,7
Vinjeøra Iii;SN65110;mar.55;-1,5;1,9
Vinjeøra Iii;SN65110;apr.55;2;1,4
Vinjeøra Iii;SN65110;mai.55;5,6;3,1
Vinjeøra Iii;SN65110;jun.55;9,8;2,2
Vinjeøra Iii;SN65110;jul.55;14,5;1,5
Vinjeøra Iii;SN65110;aug.55;14;1,4
Vinjeøra Iii;SN65110;sep.55;10,3;1
Vinjeøra Iii;SN65110;okt.55;4;2
Vinjeøra Iii;SN65110;nov.55;2,4;1,3
Vinjeøra Iii;SN65110;des.55;-3,1;2
Vinjeøra Iii;SN65110;jan.56;-3,3;1
Vinjeøra Iii;SN65110;feb.56;-5,5;4
Vinjeøra Iii;SN65110;mar.56;0,6;0,2
Vinjeøra Iii;SN65110;apr.56;2,2;1,2
Vinjeøra Iii;SN65110;mai.56;7,9;0,8
Vinjeøra Iii;SN65110;jun.56;10;2
Vinjeøra Iii;SN65110;jul.56;13,2;0,2
Vinjeøra Iii;SN65110;aug.56;11,2;1,4
Vinjeøra Iii;SN65110;sep.56;9,7;0,4
Vinjeøra Iii;SN65110;okt.56;5,3;0,7
Vinjeøra Iii;SN65110;nov.56;1;0,1
Vinjeøra Iii;SN65110;des.56;-0,7;0,4
Vinjeøra Iii;SN65110;jan.57;0,7;3
Vinjeøra Iii;SN65110;feb.57;-1,8;0,3
Vinjeøra Iii;SN65110;mar.57;0,6;0,2
Vinjeøra Iii;SN65110;apr.57;3,8;0,4
Vinjeøra Iii;SN65110;mai.57;6,6;2,1
Vinjeøra Iii;SN65110;jun.57;9;3
Vinjeøra Iii;SN65110;jul.57;14;1
Vinjeøra Iii;SN65110;aug.57;12,4;0,2
Vinjeøra Iii;SN65110;sep.57;8,6;0,7
Vinjeøra Iii;SN65110;okt.57;5,5;0,5
Vinjeøra Iii;SN65110;nov.57;2,8;1,7
Vinjeøra Iii;SN65110;des.57;-0,1;1
Vinjeøra Iii;SN65110;jan.58;-3,9;1,6
Vinjeøra Iii;SN65110;feb.58;-5,6;4,1
Vinjeøra Iii;SN65110;mar.58;-3,9;4,3
Vinjeøra Iii;SN65110;apr.58;3,2;0,2
Vinjeøra Iii;SN65110;mai.58;6,8;1,9
Vinjeøra Iii;SN65110;jun.58;11,1;0,9
Vinjeøra Iii;SN65110;jul.58;12,3;0,7
Vinjeøra Iii;SN65110;aug.58;13,9;1,3
Vinjeøra Iii;SN65110;sep.58;11,5;2,2
Vinjeøra Iii;SN65110;okt.58;8;2
Vinjeøra Iii;SN65110;nov.58;5;3,9
Vinjeøra Iii;SN65110;des.58;-3,1;2
Vinjeøra Iii;SN65110;jan.59;-4,6;2,3
Vinjeøra Iii;SN65110;feb.59;1,1;2,6
Vinjeøra Iii;SN65110;mar.59;3,4;3
Vinjeøra Iii;SN65110;apr.59;5,5;2,1
Vinjeøra Iii;SN65110;mai.59;7,9;0,8
Vinjeøra Iii;SN65110;jun.59;11,6;0,4
Vinjeøra Iii;SN65110;jul.59;13,6;0,6
Vinjeøra Iii;SN65110;aug.59;13,1;0,5
Vinjeøra Iii;SN65110;sep.59;9,4;0,1
Vinjeøra Iii;SN65110;okt.59;6,4;0,4
Vinjeøra Iii;SN65110;nov.59;3,4;2,3
Vinjeøra Iii;SN65110;des.59;-0,2;0,9
Vinjeøra Iii;SN65110;jan.60;-4,3;2
Vinjeøra Iii;SN65110;feb.60;-3,4;1,9
Vinjeøra Iii;SN65110;mar.60;2,3;1,9
Vinjeøra Iii;SN65110;apr.60;4,7;1,3
Vinjeøra Iii;SN65110;mai.60;9;0,3
Vinjeøra Iii;SN65110;jun.60;12;0
Vinjeøra Iii;SN65110;jul.60;14;1
Vinjeøra Iii;SN65110;aug.60;13,8;1,2
Vinjeøra Iii;SN65110;sep.60;10,2;0,9
Vinjeøra Iii;SN65110;okt.60;2,6;3,4
Vinjeøra Iii;SN65110;nov.60;0,8;0,3
Vinjeøra Iii;SN65110;des.60;-2,7;1,6
Vinjeøra Iii;SN65110;jan.61;-3;0,7
Vinjeøra Iii;SN65110;feb.61;1,3;2,8
Vinjeøra Iii;SN65110;mar.61;2,6;2,2
Vinjeøra Iii;SN65110;apr.61;3,3;0,1
Vinjeøra Iii;SN65110;mai.61;7,8;0,9
Vinjeøra Iii;SN65110;jun.61;11,6;0,4
Vinjeøra Iii;SN65110;jul.61;13;0
Vinjeøra Iii;SN65110;aug.61;12;0,6
Vinjeøra Iii;SN65110;sep.61;11,2;1,9
Vinjeøra Iii;SN65110;okt.61;9,1;3,1
Vinjeøra Iii;SN65110;nov.61;4,4;3,3
Vinjeøra Iii;SN65110;des.61;-2;0,9
Vinjeøra Iii;SN65110;jan.62;-0,4;1,9
Vinjeøra Iii;SN65110;feb.62;-0,1;1,4
Vinjeøra Iii;SN65110;mar.62;-3,1;3,5
Vinjeøra Iii;SN65110;apr.62;2,8;0,6
Vinjeøra Iii;SN65110;mai.62;6,9;1,8
Vinjeøra Iii;SN65110;jun.62;9,2;2,8
Vinjeøra Iii;SN65110;jul.62;11,7;1,3
Vinjeøra Iii;SN65110;aug.62;12,2;0,4
Vinjeøra Iii;SN65110;sep.62;8,9;0,4
Vinjeøra Iii;SN65110;okt.62;6,6;0,6
Vinjeøra Iii;SN65110;nov.62;-0,1;1,2
Vinjeøra Iii;SN65110;des.62;-1,7;0,6
Vinjeøra Iii;SN65110;jan.63;-2,6;0,3
Vinjeøra Iii;SN65110;feb.63;-5,3;3,8
Vinjeøra Iii;SN65110;mar.63;-1;1,4
Vinjeøra Iii;SN65110;apr.63;4,6;1,2
Vinjeøra Iii;SN65110;mai.63;10,6;1,9
Vinjeøra Iii;SN65110;jun.63;12,4;0,4
Vinjeøra Iii;SN65110;jul.63;12,4;0,6
Vinjeøra Iii;SN65110;aug.63;15,1;2,5
Vinjeøra Iii;SN65110;sep.63;9,9;0,6
Vinjeøra Iii;SN65110;okt.63;6,5;0,5
Vinjeøra Iii;SN65110;nov.63;0,1;1
Vinjeøra Iii;SN65110;des.63;0,5;1,6
Vinjeøra Iii;SN65110;jan.64;1,3;3,6
Vinjeøra Iii;SN65110;feb.64;-0,5;1
Vinjeøra Iii;SN65110;mar.64;1,7;1,3
Vinjeøra Iii;SN65110;apr.64;5;1,6
Vinjeøra Iii;SN65110;mai.64;9,3;0,6
Vinjeøra Iii;SN65110;jun.64;10,4;1,6
Vinjeøra Iii;SN65110;jul.64;11,9;1,1
Vinjeøra Iii;SN65110;aug.64;11,8;0,8
Vinjeøra Iii;SN65110;sep.64;8;1,3
Vinjeøra Iii;SN65110;okt.64;6,3;0,3
Vinjeøra Iii;SN65110;nov.64;2,2;1,1
Vinjeøra Iii;SN65110;des.64;0;1,1
Vinjeøra Iii;SN65110;jan.65;-3,6;1,3
Vinjeøra Iii;SN65110;feb.65;-0,4;1,1
Vinjeøra Iii;SN65110;mar.65;-0,3;0,7
Vinjeøra Iii;SN65110;apr.65;4,8;1,4
Vinjeøra Iii;SN65110;mai.65;7,2;1,5
Vinjeøra Iii;SN65110;jun.65;11,6;0,4
Vinjeøra Iii;SN65110;jul.65;11,2;1,8
Vinjeøra Iii;SN65110;aug.65;11,4;1,2
Vinjeøra Iii;SN65110;sep.65;11,1;1,8
Vinjeøra Iii;SN65110;okt.65;6,8;0,8
Vinjeøra Iii;SN65110;nov.65;-1,2;2,3
Vinjeøra Iii;SN65110;des.65;-6,1;5
Vinjeøra Iii;SN65110;jan.66;-5,6;3,3
Vinjeøra Iii;SN65110;feb.66;-6,5;5
Vinjeøra Iii;SN65110;mar.66;0,1;0,3
Vinjeøra Iii;SN65110;apr.66;1,3;2,1
Vinjeøra Iii;SN65110;mai.66;7,4;1,3
Vinjeøra Iii;SN65110;jun.66;13,9;1,9
Vinjeøra Iii;SN65110;jul.66;12,4;0,6
Vinjeøra Iii;SN65110;aug.66;12,4;0,2
Vinjeøra Iii;SN65110;sep.66;8,2;1,1
Vinjeøra Iii;SN65110;okt.66;5,3;0,7
Vinjeøra Iii;SN65110;nov.66;0;1,1
Vinjeøra Iii;SN65110;des.66;-0,5;0,6
Vinjeøra Iii;SN65110;jan.67;-4;1,7
Vinjeøra Iii;SN65110;feb.67;0;1,5
Vinjeøra Iii;SN65110;mar.67;2,3;1,9
Vinjeøra Iii;SN65110;apr.67;2,9;0,5
Vinjeøra Iii;SN65110;mai.67;8,6;0,1
Vinjeøra Iii;SN65110;jun.67;10,5;1,5
Vinjeøra Iii;SN65110;jul.67;12,6;0,4
Vinjeøra Iii;SN65110;aug.67;12,7;0,1
Vinjeøra Iii;SN65110;sep.67;11,1;1,8
Vinjeøra Iii;SN65110;okt.67;4,8;1,2
Vinjeøra Iii;SN65110;nov.67;3,5;2,4
Vinjeøra Iii;SN65110;des.67;-2,1;1
Vinjeøra Iii;SN65110;jan.68;-3,5;1,2
Vinjeøra Iii;SN65110;feb.68;-2;0,5
Vinjeøra Iii;SN65110;mar.68;-0,1;0,5
Vinjeøra Iii;SN65110;apr.68;3,1;0,3
Vinjeøra Iii;SN65110;mai.68;6,2;2,5
Vinjeøra Iii;SN65110;jun.68;12,5;0,5
Vinjeøra Iii;SN65110;jul.68;12,6;0,4
Vinjeøra Iii;SN65110;aug.68;12,3;0,3
Vinjeøra Iii;SN65110;sep.68;10,7;1,4
Vinjeøra Iii;SN65110;okt.68;3,4;2,6
Vinjeøra Iii;SN65110;nov.68;-2,2;3,3
Vinjeøra Iii;SN65110;des.68;-1,5;0,4
Vinjeøra Iii;SN65110;jan.69;-1,7;0,6
Vinjeøra Iii;SN65110;feb.69;-5,4;3,9
