Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd);Homogenisert middeltemperatur, avvik fra normalen 1961-1990 (mnd)
Verdal - Sul;SN70340;09.1925;7,9;0,4
Verdal - Sul;SN70340;10.1925;-0,5;-4,3
Verdal - Sul;SN70340;11.1925;-5,5;-3,4
Verdal - Sul;SN70340;12.1925;-7,5;-2,9
Verdal - Sul;SN70340;01.1926;-8,6;-1,9
Verdal - Sul;SN70340;02.1926;-6,6;-0,5
Verdal - Sul;SN70340;03.1926;-2,1;0,7
Verdal - Sul;SN70340;04.1926;2,1;0,9
Verdal - Sul;SN70340;05.1926;5,3;-1,9
Verdal - Sul;SN70340;06.1926;12,1;0,7
Verdal - Sul;SN70340;07.1926;12,8;0,2
Verdal - Sul;SN70340;08.1926;12,4;0,7
Verdal - Sul;SN70340;09.1926;7,4;-0,1
Verdal - Sul;SN70340;10.1926;-2,4;-6,2
Verdal - Sul;SN70340;11.1926;-0,1;2
Verdal - Sul;SN70340;12.1926;-3,9;0,7
Verdal - Sul;SN70340;01.1927;-4,5;2,2
Verdal - Sul;SN70340;02.1927;-3,7;2,4
Verdal - Sul;SN70340;03.1927;-0,1;2,7
Verdal - Sul;SN70340;04.1927;-0,1;-1,3
Verdal - Sul;SN70340;05.1927;3,1;-4,1
Verdal - Sul;SN70340;06.1927;9,4;-2
Verdal - Sul;SN70340;07.1927;16,3;3,7
Verdal - Sul;SN70340;08.1927;13,8;2,1
Verdal - Sul;SN70340;09.1927;7,1;-0,4
Verdal - Sul;SN70340;10.1927;1,4;-2,4
Verdal - Sul;SN70340;11.1927;-5;-2,9
Verdal - Sul;SN70340;12.1927;-7,4;-2,8
Verdal - Sul;SN70340;01.1928;-6,1;0,6
Verdal - Sul;SN70340;02.1928;-6,8;-0,7
Verdal - Sul;SN70340;03.1928;-2,6;0,2
Verdal - Sul;SN70340;04.1928;1,4;0,2
Verdal - Sul;SN70340;05.1928;5;-2,2
Verdal - Sul;SN70340;06.1928;8,3;-3,1
Verdal - Sul;SN70340;07.1928;10;-2,6
Verdal - Sul;SN70340;08.1928;9,9;-1,8
Verdal - Sul;SN70340;09.1928;7,1;-0,4
Verdal - Sul;SN70340;10.1928;3,1;-0,7
Verdal - Sul;SN70340;11.1928;-0,5;1,6
Verdal - Sul;SN70340;12.1928;-3,2;1,4
Verdal - Sul;SN70340;01.1929;-7,2;-0,5
Verdal - Sul;SN70340;02.1929;-9;-2,9
Verdal - Sul;SN70340;03.1929;0,9;3,7
Verdal - Sul;SN70340;04.1929;-1,8;-3
Verdal - Sul;SN70340;05.1929;6,8;-0,4
Verdal - Sul;SN70340;06.1929;9,4;-2
Verdal - Sul;SN70340;07.1929;10,7;-1,9
Verdal - Sul;SN70340;08.1929;10,1;-1,6
Verdal - Sul;SN70340;09.1929;8,2;0,7
Verdal - Sul;SN70340;10.1929;3,2;-0,6
Verdal - Sul;SN70340;11.1929;0,2;2,3
Verdal - Sul;SN70340;12.1929;0,4;5
Verdal - Sul;SN70340;01.1930;-0,9;5,8
Verdal - Sul;SN70340;02.1930;-3,2;2,9
Verdal - Sul;SN70340;03.1930;-1,5;1,3
Verdal - Sul;SN70340;04.1930;4;2,8
Verdal - Sul;SN70340;05.1930;8,3;1,1
Verdal - Sul;SN70340;06.1930;13;1,6
Verdal - Sul;SN70340;07.1930;14,7;2,1
Verdal - Sul;SN70340;08.1930;13,7;2
Verdal - Sul;SN70340;09.1930;7,1;-0,4
Verdal - Sul;SN70340;10.1930;4,5;0,7
Verdal - Sul;SN70340;11.1930;-2,2;-0,1
Verdal - Sul;SN70340;12.1930;-1,1;3,5
Verdal - Sul;SN70340;01.1931;-8,1;-1,4
Verdal - Sul;SN70340;02.1931;-7,3;-1,2
Verdal - Sul;SN70340;03.1931;-6,5;-3,7
Verdal - Sul;SN70340;04.1931;0,8;-0,4
Verdal - Sul;SN70340;05.1931;7,8;0,6
Verdal - Sul;SN70340;06.1931;7,3;-4,1
Verdal - Sul;SN70340;07.1931;14,8;2,2
Verdal - Sul;SN70340;08.1931;10,1;-1,6
Verdal - Sul;SN70340;09.1931;5,8;-1,7
Verdal - Sul;SN70340;10.1931;2,3;-1,5
Verdal - Sul;SN70340;11.1931;1,1;3,2
Verdal - Sul;SN70340;12.1931;-3,3;1,3
Verdal - Sul;SN70340;01.1932;-0,9;5,8
Verdal - Sul;SN70340;02.1932;-1,1;5
Verdal - Sul;SN70340;03.1932;-3,6;-0,8
Verdal - Sul;SN70340;04.1932;0,9;-0,3
Verdal - Sul;SN70340;05.1932;5,7;-1,5
Verdal - Sul;SN70340;06.1932;8,7;-2,7
Verdal - Sul;SN70340;07.1932;13,7;1,1
Verdal - Sul;SN70340;08.1932;11,2;-0,5
Verdal - Sul;SN70340;09.1932;7;-0,5
Verdal - Sul;SN70340;10.1932;0,5;-3,3
Verdal - Sul;SN70340;11.1932;-0,8;1,3
Verdal - Sul;SN70340;12.1932;-0,4;4,2
Verdal - Sul;SN70340;01.1933;-2,2;4,5
Verdal - Sul;SN70340;02.1933;-7,2;-1,1
Verdal - Sul;SN70340;03.1933;-2;0,8
Verdal - Sul;SN70340;04.1933;0,1;-1,1
Verdal - Sul;SN70340;05.1933;6,5;-0,7
Verdal - Sul;SN70340;06.1933;14;2,6
Verdal - Sul;SN70340;07.1933;14,3;1,7
Verdal - Sul;SN70340;08.1933;11,6;-0,1
Verdal - Sul;SN70340;09.1933;9;1,5
Verdal - Sul;SN70340;10.1933;2,8;-1
Verdal - Sul;SN70340;11.1933;-4,3;-2,2
Verdal - Sul;SN70340;12.1933;-3,1;1,5
Verdal - Sul;SN70340;01.1934;0,2;6,9
Verdal - Sul;SN70340;02.1934;-0,8;5,3
Verdal - Sul;SN70340;03.1934;-2,5;0,3
Verdal - Sul;SN70340;04.1934;1,1;-0,1
Verdal - Sul;SN70340;05.1934;7,2;0
Verdal - Sul;SN70340;06.1934;10,6;-0,8
Verdal - Sul;SN70340;07.1934;14,2;1,6
Verdal - Sul;SN70340;08.1934;13,9;2,2
Verdal - Sul;SN70340;09.1934;11,3;3,8
Verdal - Sul;SN70340;10.1934;3,4;-0,4
Verdal - Sul;SN70340;11.1934;-0,8;1,3
Verdal - Sul;SN70340;12.1934;-2,2;2,4
Verdal - Sul;SN70340;01.1935;-4,4;2,3
Verdal - Sul;SN70340;02.1935;-3,4;2,7
Verdal - Sul;SN70340;03.1935;-4,6;-1,8
Verdal - Sul;SN70340;04.1935;1,1;-0,1
Verdal - Sul;SN70340;05.1935;3,7;-3,5
Verdal - Sul;SN70340;06.1935;11,1;-0,3
Verdal - Sul;SN70340;07.1935;12,1;-0,5
Verdal - Sul;SN70340;08.1935;11,7;0
Verdal - Sul;SN70340;09.1935;7;-0,5
Verdal - Sul;SN70340;10.1935;2,8;-1
Verdal - Sul;SN70340;11.1935;1,4;3,5
Verdal - Sul;SN70340;12.1935;-2;2,6
Verdal - Sul;SN70340;01.1936;-6;0,7
Verdal - Sul;SN70340;02.1936;-7,6;-1,5
Verdal - Sul;SN70340;03.1936;-2,4;0,4
Verdal - Sul;SN70340;04.1936;0,9;-0,3
Verdal - Sul;SN70340;05.1936;7,5;0,3
Verdal - Sul;SN70340;06.1936;13;1,6
Verdal - Sul;SN70340;07.1936;15;2,4
Verdal - Sul;SN70340;08.1936;12,5;0,8
Verdal - Sul;SN70340;09.1936;7;-0,5
Verdal - Sul;SN70340;10.1936;2,3;-1,5
Verdal - Sul;SN70340;11.1936;-0,4;1,7
Verdal - Sul;SN70340;12.1936;0,3;4,9
Verdal - Sul;SN70340;01.1937;-4,2;2,5
Verdal - Sul;SN70340;02.1937;-9,3;-3,2
Verdal - Sul;SN70340;03.1937;-5,3;-2,5
Verdal - Sul;SN70340;04.1937;4,6;3,4
Verdal - Sul;SN70340;05.1937;9,6;2,4
Verdal - Sul;SN70340;06.1937;11,6;0,2
Verdal - Sul;SN70340;07.1937;17,2;4,6
Verdal - Sul;SN70340;08.1937;15;3,3
Verdal - Sul;SN70340;09.1937;8,2;0,7
Verdal - Sul;SN70340;10.1937;6,3;2,5
Verdal - Sul;SN70340;11.1937;-1;1,1
Verdal - Sul;SN70340;12.1937;-7,1;-2,5
Verdal - Sul;SN70340;01.1938;-3,2;3,5
Verdal - Sul;SN70340;02.1938;-0,2;5,9
Verdal - Sul;SN70340;03.1938;1,3;4,1
Verdal - Sul;SN70340;04.1938;1,6;0,4
Verdal - Sul;SN70340;05.1938;6;-1,2
Verdal - Sul;SN70340;06.1938;9,6;-1,8
Verdal - Sul;SN70340;07.1938;15,6;3
Verdal - Sul;SN70340;08.1938;13,2;1,5
Verdal - Sul;SN70340;09.1938;9;1,5
Verdal - Sul;SN70340;10.1938;5,4;1,6
Verdal - Sul;SN70340;11.1938;2,3;4,4
Verdal - Sul;SN70340;12.1938;-3,3;1,3
Verdal - Sul;SN70340;01.1939;-5,2;1,5
Verdal - Sul;SN70340;02.1939;0,5;6,6
Verdal - Sul;SN70340;03.1939;-2,6;0,2
Verdal - Sul;SN70340;04.1939;1,1;-0,1
Verdal - Sul;SN70340;05.1939;5,2;-2
Verdal - Sul;SN70340;06.1939;10,1;-1,3
Verdal - Sul;SN70340;07.1939;14,3;1,7
Verdal - Sul;SN70340;08.1939;14,5;2,8
Verdal - Sul;SN70340;09.1939;8;0,5
Verdal - Sul;SN70340;10.1939;1,8;-2
Verdal - Sul;SN70340;11.1939;-0,6;1,5
Verdal - Sul;SN70340;12.1939;-7,7;-3,1
Verdal - Sul;SN70340;01.1940;-10,8;-4,1
Verdal - Sul;SN70340;02.1940;-13,3;-7,2
Verdal - Sul;SN70340;03.1940;-6,8;-4
Verdal - Sul;SN70340;04.1940;0,4;-0,8
Verdal - Sul;SN70340;05.1940;8,3;1,1
Verdal - Sul;SN70340;06.1940;11,5;0,1
Verdal - Sul;SN70340;07.1940;12,8;0,2
Verdal - Sul;SN70340;08.1940;10,4;-1,3
Verdal - Sul;SN70340;09.1940;6,8;-0,7
Verdal - Sul;SN70340;10.1940;3,3;-0,5
Verdal - Sul;SN70340;11.1940;-1,1;1
Verdal - Sul;SN70340;12.1940;-5,4;-0,8
Verdal - Sul;SN70340;01.1941;-12,3;-5,6
Verdal - Sul;SN70340;02.1941;-8,8;-2,7
Verdal - Sul;SN70340;03.1941;-4,6;-1,8
Verdal - Sul;SN70340;04.1941;0;-1,2
Verdal - Sul;SN70340;05.1941;4,6;-2,6
Verdal - Sul;SN70340;06.1941;10;-1,4
Verdal - Sul;SN70340;07.1941;16,7;4,1
Verdal - Sul;SN70340;08.1941;11,7;0
Verdal - Sul;SN70340;09.1941;7,9;0,4
Verdal - Sul;SN70340;10.1941;1,4;-2,4
Verdal - Sul;SN70340;11.1941;-2,3;-0,2
Verdal - Sul;SN70340;12.1941;-6,1;-1,5
Verdal - Sul;SN70340;01.1942;-13;-6,3
Verdal - Sul;SN70340;02.1942;-9,4;-3,3
Verdal - Sul;SN70340;03.1942;-7,6;-4,8
Verdal - Sul;SN70340;04.1942;2,1;0,9
Verdal - Sul;SN70340;05.1942;5,3;-1,9
Verdal - Sul;SN70340;06.1942;9,3;-2,1
Verdal - Sul;SN70340;07.1942;11,6;-1
Verdal - Sul;SN70340;08.1942;12,3;0,6
Verdal - Sul;SN70340;09.1942;7,7;0,2
Verdal - Sul;SN70340;10.1942;3,2;-0,6
Verdal - Sul;SN70340;11.1942;-0,4;1,7
Verdal - Sul;SN70340;12.1942;-4,2;0,4
Verdal - Sul;SN70340;01.1943;-7;-0,3
Verdal - Sul;SN70340;02.1943;-1,3;4,8
Verdal - Sul;SN70340;03.1943;1,1;3,9
Verdal - Sul;SN70340;04.1943;2,2;1
Verdal - Sul;SN70340;05.1943;6,7;-0,5
Verdal - Sul;SN70340;06.1943;11,7;0,3
Verdal - Sul;SN70340;07.1943;12,7;0,1
Verdal - Sul;SN70340;08.1943;11;-0,7
Verdal - Sul;SN70340;09.1943;8,2;0,7
Verdal - Sul;SN70340;10.1943;5,3;1,5
Verdal - Sul;SN70340;11.1943;-1,7;0,4
Verdal - Sul;SN70340;12.1943;-0,5;4,1
Verdal - Sul;SN70340;01.1944;-3,7;3
Verdal - Sul;SN70340;02.1944;-3,1;3
Verdal - Sul;SN70340;03.1944;-2,9;-0,1
Verdal - Sul;SN70340;04.1944;0;-1,2
Verdal - Sul;SN70340;05.1944;3,5;-3,7
Verdal - Sul;SN70340;06.1944;9,8;-1,6
Verdal - Sul;SN70340;07.1944;14,6;2
Verdal - Sul;SN70340;08.1944;12;0,3
Verdal - Sul;SN70340;09.1944;8;0,5
Verdal - Sul;SN70340;10.1944;5;1,2
Verdal - Sul;SN70340;11.1944;-1,9;0,2
Verdal - Sul;SN70340;12.1944;-0,9;3,7
Verdal - Sul;SN70340;01.1945;-10,1;-3,4
Verdal - Sul;SN70340;02.1945;-3,7;2,4
Verdal - Sul;SN70340;03.1945;0,6;3,4
Verdal - Sul;SN70340;04.1945;2,5;1,3
Verdal - Sul;SN70340;05.1945;6,2;-1
Verdal - Sul;SN70340;06.1945;11,1;-0,3
Verdal - Sul;SN70340;07.1945;15,1;2,5
Verdal - Sul;SN70340;08.1945;13,6;1,9
Verdal - Sul;SN70340;09.1945;7,3;-0,2
Verdal - Sul;SN70340;10.1945;3,1;-0,7
Verdal - Sul;SN70340;11.1945;0,2;2,3
Verdal - Sul;SN70340;12.1945;-5,1;-0,5
Verdal - Sul;SN70340;01.1946;-5,6;1,1
Verdal - Sul;SN70340;02.1946;-9,5;-3,4
Verdal - Sul;SN70340;03.1946;-3,3;-0,5
Verdal - Sul;SN70340;04.1946;2,2;1
Verdal - Sul;SN70340;05.1946;7,1;-0,1
Verdal - Sul;SN70340;06.1946;10,6;-0,8
Verdal - Sul;SN70340;07.1946;14,3;1,7
Verdal - Sul;SN70340;08.1946;12,5;0,8
Verdal - Sul;SN70340;09.1946;9,4;1,9
Verdal - Sul;SN70340;10.1946;3,8;0
Verdal - Sul;SN70340;11.1946;0;2,1
Verdal - Sul;SN70340;12.1946;-2,4;2,2
Verdal - Sul;SN70340;01.1947;-5,4;1,3
Verdal - Sul;SN70340;02.1947;-11,6;-5,5
Verdal - Sul;SN70340;03.1947;-7,3;-4,5
Verdal - Sul;SN70340;04.1947;1,5;0,3
Verdal - Sul;SN70340;05.1947;8,2;1
Verdal - Sul;SN70340;06.1947;13;1,6
Verdal - Sul;SN70340;07.1947;14,4;1,8
Verdal - Sul;SN70340;08.1947;13;1,3
Verdal - Sul;SN70340;09.1947;9;1,5
Verdal - Sul;SN70340;10.1947;3,4;-0,4
Verdal - Sul;SN70340;11.1947;-4,1;-2
Verdal - Sul;SN70340;12.1947;-5,6;-1
Verdal - Sul;SN70340;01.1948;-10,4;-3,7
Verdal - Sul;SN70340;02.1948;-2,9;3,2
Verdal - Sul;SN70340;03.1948;2,1;4,9
Verdal - Sul;SN70340;04.1948;4,4;3,2
Verdal - Sul;SN70340;05.1948;7,2;0
Verdal - Sul;SN70340;06.1948;10,2;-1,2
Verdal - Sul;SN70340;07.1948;15,1;2,5
Verdal - Sul;SN70340;08.1948;10;-1,7
Verdal - Sul;SN70340;09.1948;8;0,5
Verdal - Sul;SN70340;10.1948;1,6;-2,2
Verdal - Sul;SN70340;11.1948;0,1;2,2
Verdal - Sul;SN70340;12.1948;0,6;5,2
Verdal - Sul;SN70340;01.1949;-2,8;3,9
Verdal - Sul;SN70340;02.1949;-0,9;5,2
Verdal - Sul;SN70340;03.1949;-3,6;-0,8
Verdal - Sul;SN70340;04.1949;2,2;1
Verdal - Sul;SN70340;05.1949;7,9;0,7
Verdal - Sul;SN70340;06.1949;10,5;-0,9
Verdal - Sul;SN70340;07.1949;11,5;-1,1
Verdal - Sul;SN70340;08.1949;11;-0,7
Verdal - Sul;SN70340;09.1949;11,4;3,9
Verdal - Sul;SN70340;10.1949;3,8;0
Verdal - Sul;SN70340;11.1949;0,8;2,9
Verdal - Sul;SN70340;12.1949;-3,5;1,1
Verdal - Sul;SN70340;01.1950;-7,3;-0,6
Verdal - Sul;SN70340;02.1950;-4;2,1
Verdal - Sul;SN70340;03.1950;-0,6;2,2
Verdal - Sul;SN70340;04.1950;2,6;1,4
Verdal - Sul;SN70340;05.1950;6;-1,2
Verdal - Sul;SN70340;06.1950;11;-0,4
Verdal - Sul;SN70340;07.1950;12,6;0
Verdal - Sul;SN70340;08.1950;14,7;3
Verdal - Sul;SN70340;09.1950;8,5;1
Verdal - Sul;SN70340;10.1950;4,9;1,1
Verdal - Sul;SN70340;11.1950;-2;0,1
Verdal - Sul;SN70340;12.1950;-6,2;-1,6
Verdal - Sul;SN70340;01.1951;-9,5;-2,8
Verdal - Sul;SN70340;02.1951;-5,2;0,9
Verdal - Sul;SN70340;03.1951;-6,2;-3,4
Verdal - Sul;SN70340;04.1951;1,3;0,1
Verdal - Sul;SN70340;05.1951;4,3;-2,9
Verdal - Sul;SN70340;06.1951;8,9;-2,5
Verdal - Sul;SN70340;07.1951;10,9;-1,7
Verdal - Sul;SN70340;08.1951;14,5;2,8
Verdal - Sul;SN70340;09.1951;9,4;1,9
Verdal - Sul;SN70340;10.1951;4,8;1
Verdal - Sul;SN70340;11.1951;-1,3;0,8
Verdal - Sul;SN70340;12.1951;-0,7;3,9
Verdal - Sul;SN70340;01.1952;-8,9;-2,2
Verdal - Sul;SN70340;02.1952;-5;1,1
Verdal - Sul;SN70340;03.1952;-4,4;-1,6
Verdal - Sul;SN70340;04.1952;3,7;2,5
Verdal - Sul;SN70340;05.1952;6,5;-0,7
Verdal - Sul;SN70340;06.1952;9,8;-1,6
Verdal - Sul;SN70340;07.1952;12;-0,6
Verdal - Sul;SN70340;08.1952;10,1;-1,6
Verdal - Sul;SN70340;09.1952;4,5;-3
Verdal - Sul;SN70340;10.1952;1,4;-2,4
Verdal - Sul;SN70340;11.1952;-4,8;-2,7
Verdal - Sul;SN70340;12.1952;-7,5;-2,9
Verdal - Sul;SN70340;01.1953;-4,7;2
Verdal - Sul;SN70340;02.1953;-7,2;-1,1
Verdal - Sul;SN70340;03.1953;1,9;4,7
Verdal - Sul;SN70340;04.1953;2,5;1,3
Verdal - Sul;SN70340;05.1953;6,6;-0,6
Verdal - Sul;SN70340;06.1953;16,6;5,2
Verdal - Sul;SN70340;07.1953;13,8;1,2
Verdal - Sul;SN70340;08.1953;12,4;0,7
Verdal - Sul;SN70340;09.1953;7,6;0,1
Verdal - Sul;SN70340;10.1953;5,9;2,1
Verdal - Sul;SN70340;11.1953;1,3;3,4
Verdal - Sul;SN70340;12.1953;-1,9;2,7
Verdal - Sul;SN70340;01.1954;-7,5;-0,8
Verdal - Sul;SN70340;02.1954;-8,8;-2,7
Verdal - Sul;SN70340;03.1954;-2,3;0,5
Verdal - Sul;SN70340;04.1954;0,6;-0,6
Verdal - Sul;SN70340;05.1954;9,6;2,4
Verdal - Sul;SN70340;06.1954;10,2;-1,2
Verdal - Sul;SN70340;07.1954;14,2;1,6
Verdal - Sul;SN70340;08.1954;11,5;-0,2
Verdal - Sul;SN70340;09.1954;7,6;0,1
Verdal - Sul;SN70340;10.1954;2,5;-1,3
Verdal - Sul;SN70340;11.1954;-1,9;0,2
Verdal - Sul;SN70340;12.1954;-1,8;2,8
Verdal - Sul;SN70340;01.1955;-5,9;0,8
Verdal - Sul;SN70340;02.1955;-9,1;-3
Verdal - Sul;SN70340;03.1955;-5,7;-2,9
Verdal - Sul;SN70340;04.1955;-1;-2,2
Verdal - Sul;SN70340;05.1955;3,3;-3,9
Verdal - Sul;SN70340;06.1955;8,6;-2,8
Verdal - Sul;SN70340;07.1955;14,1;1,5
Verdal - Sul;SN70340;08.1955;13,5;1,8
Verdal - Sul;SN70340;09.1955;9,1;1,6
Verdal - Sul;SN70340;10.1955;1,6;-2,2
Verdal - Sul;SN70340;11.1955;-0,3;1,8
Verdal - Sul;SN70340;12.1955;-7,7;-3,1
Verdal - Sul;SN70340;01.1956;-6,5;0,2
Verdal - Sul;SN70340;02.1956;-8,9;-2,8
Verdal - Sul;SN70340;03.1956;-1,9;0,9
Verdal - Sul;SN70340;04.1956;0;-1,2
Verdal - Sul;SN70340;05.1956;6,4;-0,8
Verdal - Sul;SN70340;06.1956;9,7;-1,7
Verdal - Sul;SN70340;07.1956;12,7;0,1
Verdal - Sul;SN70340;08.1956;10;-1,7
Verdal - Sul;SN70340;09.1956;7,9;0,4
Verdal - Sul;SN70340;10.1956;3,1;-0,7
Verdal - Sul;SN70340;11.1956;-5,6;-3,5
Verdal - Sul;SN70340;12.1956;-3;1,6
Verdal - Sul;SN70340;01.1957;-2,4;4,3
Verdal - Sul;SN70340;02.1957;-6;0,1
Verdal - Sul;SN70340;03.1957;-3,2;-0,4
Verdal - Sul;SN70340;04.1957;1;-0,2
Verdal - Sul;SN70340;05.1957;5,2;-2
Verdal - Sul;SN70340;06.1957;8,1;-3,3
Verdal - Sul;SN70340;07.1957;14,3;1,7
Verdal - Sul;SN70340;09.1957;7,1;-0,4
Verdal - Sul;SN70340;10.1957;3,2;-0,6
Verdal - Sul;SN70340;11.1957;-0,1;2
Verdal - Sul;SN70340;12.1957;-4,3;0,3
Verdal - Sul;SN70340;01.1958;-9,3;-2,6
Verdal - Sul;SN70340;02.1958;-11,8;-5,7
Verdal - Sul;SN70340;03.1958;-9,8;-7
Verdal - Sul;SN70340;04.1958;0,7;-0,5
Verdal - Sul;SN70340;05.1958;4,9;-2,3
Verdal - Sul;SN70340;06.1958;10,4;-1
Verdal - Sul;SN70340;07.1958;11,6;-1
Verdal - Sul;SN70340;08.1958;12,7;1
Verdal - Sul;SN70340;09.1958;9,7;2,2
Verdal - Sul;SN70340;10.1958;5,5;1,7
Verdal - Sul;SN70340;11.1958;2,2;4,3
Verdal - Sul;SN70340;12.1958;-7;-2,4
Verdal - Sul;SN70340;01.1959;-10,6;-3,9
Verdal - Sul;SN70340;02.1959;-0,5;5,6
Verdal - Sul;SN70340;03.1959;1,5;4,3
Verdal - Sul;SN70340;04.1959;3;1,8
Verdal - Sul;SN70340;05.1959;6,4;-0,8
Verdal - Sul;SN70340;06.1959;11,3;-0,1
Verdal - Sul;SN70340;07.1959;13,5;0,9
Verdal - Sul;SN70340;08.1959;12,8;1,1
Verdal - Sul;SN70340;09.1959;7,7;0,2
Verdal - Sul;SN70340;10.1959;4,3;0,5
Verdal - Sul;SN70340;11.1959;1,4;3,5
Verdal - Sul;SN70340;12.1959;-3,4;1,2
Verdal - Sul;SN70340;01.1960;-9;-2,3
Verdal - Sul;SN70340;02.1960;-8;-1,9
Verdal - Sul;SN70340;03.1960;-1,3;1,5
Verdal - Sul;SN70340;04.1960;2,3;1,1
Verdal - Sul;SN70340;05.1960;7,6;0,4
Verdal - Sul;SN70340;06.1960;12,2;0,8
Verdal - Sul;SN70340;07.1960;13,9;1,3
Verdal - Sul;SN70340;08.1960;12,5;0,8
Verdal - Sul;SN70340;09.1960;8,8;1,3
Verdal - Sul;SN70340;10.1960;-1,1;-4,9
Verdal - Sul;SN70340;11.1960;-2,2;-0,1
Verdal - Sul;SN70340;12.1960;-5,9;-1,3
Verdal - Sul;SN70340;01.1961;-6,3;0,4
Verdal - Sul;SN70340;02.1961;-2,1;4
Verdal - Sul;SN70340;03.1961;-0,1;2,7
Verdal - Sul;SN70340;04.1961;0,6;-0,6
Verdal - Sul;SN70340;05.1961;6,1;-1,1
Verdal - Sul;SN70340;06.1961;11,6;0,2
Verdal - Sul;SN70340;07.1961;12,6;0
Verdal - Sul;SN70340;08.1961;10,9;-0,8
Verdal - Sul;SN70340;09.1961;9,9;2,4
Verdal - Sul;SN70340;10.1961;7,6;3,8
Verdal - Sul;SN70340;11.1961;1,6;3,7
Verdal - Sul;SN70340;12.1961;-5,5;-0,9
Verdal - Sul;SN70340;01.1962;-4,8;1,9
Verdal - Sul;SN70340;02.1962;-4,2;1,9
Verdal - Sul;SN70340;03.1962;-7,2;-4,4
Verdal - Sul;SN70340;04.1962;1,2;0
Verdal - Sul;SN70340;05.1962;5,2;-2
Verdal - Sul;SN70340;06.1962;8,2;-3,2
Verdal - Sul;SN70340;07.1962;11,1;-1,5
Verdal - Sul;SN70340;08.1962;10,8;-0,9
Verdal - Sul;SN70340;09.1962;7,7;0,2
Verdal - Sul;SN70340;10.1962;4,9;1,1
Verdal - Sul;SN70340;11.1962;-2,4;-0,3
Verdal - Sul;SN70340;12.1962;-4,9;-0,3
Verdal - Sul;SN70340;01.1963;-6,8;-0,1
Verdal - Sul;SN70340;02.1963;-9,9;-3,8
Verdal - Sul;SN70340;03.1963;-5,4;-2,6
Verdal - Sul;SN70340;04.1963;2,3;1,1
Verdal - Sul;SN70340;05.1963;9,7;2,5
Verdal - Sul;SN70340;06.1963;11,4;0
Verdal - Sul;SN70340;07.1963;11,5;-1,1
Verdal - Sul;SN70340;08.1963;13,7;2
Verdal - Sul;SN70340;09.1963;8,9;1,4
Verdal - Sul;SN70340;10.1963;4,8;1
Verdal - Sul;SN70340;11.1963;-3,2;-1,1
Verdal - Sul;SN70340;12.1963;-2,5;2,1
Verdal - Sul;SN70340;01.1964;-0,1;6,6
Verdal - Sul;SN70340;02.1964;-5,2;0,9
Verdal - Sul;SN70340;03.1964;-1,5;1,3
Verdal - Sul;SN70340;04.1964;3;1,8
Verdal - Sul;SN70340;05.1964;8,1;0,9
Verdal - Sul;SN70340;06.1964;9,7;-1,7
Verdal - Sul;SN70340;07.1964;11,6;-1
Verdal - Sul;SN70340;08.1964;10,4;-1,3
Verdal - Sul;SN70340;09.1964;6,8;-0,7
Verdal - Sul;SN70340;10.1964;4,5;0,7
Verdal - Sul;SN70340;11.1964;-1,3;0,8
Verdal - Sul;SN70340;12.1964;-2,7;1,9
Verdal - Sul;SN70340;01.1965;-6,5;0,2
Verdal - Sul;SN70340;02.1965;-3,8;2,3
Verdal - Sul;SN70340;03.1965;-2,8;0
Verdal - Sul;SN70340;04.1965;3,1;1,9
Verdal - Sul;SN70340;05.1965;5,3;-1,9
Verdal - Sul;SN70340;06.1965;11,3;-0,1
Verdal - Sul;SN70340;07.1965;10,9;-1,7
Verdal - Sul;SN70340;08.1965;10,5;-1,2
Verdal - Sul;SN70340;09.1965;10;2,5
Verdal - Sul;SN70340;10.1965;4,4;0,6
Verdal - Sul;SN70340;11.1965;-4,6;-2,5
Verdal - Sul;SN70340;12.1965;-11,1;-6,5
Verdal - Sul;SN70340;01.1966;-11,3;-4,6
Verdal - Sul;SN70340;02.1966;-14,5;-8,4
Verdal - Sul;SN70340;03.1966;-3,8;-1
Verdal - Sul;SN70340;04.1966;-1,6;-2,8
Verdal - Sul;SN70340;05.1966;6,2;-1
Verdal - Sul;SN70340;06.1966;14;2,6
Verdal - Sul;SN70340;07.1966;12,2;-0,4
Verdal - Sul;SN70340;08.1966;10,9;-0,8
Verdal - Sul;SN70340;09.1966;6,3;-1,2
Verdal - Sul;SN70340;10.1966;3,3;-0,5
Verdal - Sul;SN70340;11.1966;-2;0,1
Verdal - Sul;SN70340;12.1966;-3,7;0,9
Verdal - Sul;SN70340;01.1967;-9,7;-3
Verdal - Sul;SN70340;02.1967;-2,7;3,4
Verdal - Sul;SN70340;03.1967;0,7;3,5
Verdal - Sul;SN70340;04.1967;0,7;-0,5
Verdal - Sul;SN70340;05.1967;6,2;-1
Verdal - Sul;SN70340;06.1967;9,9;-1,5
Verdal - Sul;SN70340;07.1967;12,6;0
Verdal - Sul;SN70340;08.1967;12,2;0,5
Verdal - Sul;SN70340;09.1967;9,6;2,1
Verdal - Sul;SN70340;10.1967;3,3;-0,5
Verdal - Sul;SN70340;11.1967;1,9;4
Verdal - Sul;SN70340;12.1967;-7,6;-3
Verdal - Sul;SN70340;01.1968;-7,2;-0,5
