Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd);Homogenisert middeltemperatur, avvik fra normalen 1961-1990 (mnd)
Buholmråsa Fyr;SN71990;07.1995;12;-0,5
Buholmråsa Fyr;SN71990;08.1995;12;-1
Buholmråsa Fyr;SN71990;09.1995;11,4;0,7
Buholmråsa Fyr;SN71990;10.1995;8,7;1,2
Buholmråsa Fyr;SN71990;11.1995;3,2;-0,7
Buholmråsa Fyr;SN71990;12.1995;1,7;0,1
Buholmråsa Fyr;SN71990;01.1996;3,1;2,6
Buholmråsa Fyr;SN71990;02.1996;-1,2;-1,9
Buholmråsa Fyr;SN71990;03.1996;2;0,1
Buholmråsa Fyr;SN71990;04.1996;4,7;0,7
Buholmråsa Fyr;SN71990;06.1996;10;-0,8
Buholmråsa Fyr;SN71990;07.1996;11,7;-0,8
Buholmråsa Fyr;SN71990;08.1996;16,4;3,4
Buholmråsa Fyr;SN71990;09.1996;10,6;-0,1
Buholmråsa Fyr;SN71990;10.1996;8,7;1,2
Buholmråsa Fyr;SN71990;11.1996;2,2;-1,7
Buholmråsa Fyr;SN71990;12.1996;1,5;-0,1
Buholmråsa Fyr;SN71990;01.1997;3,3;2,8
Buholmråsa Fyr;SN71990;02.1997;1,6;0,9
Buholmråsa Fyr;SN71990;03.1997;2,3;0,4
Buholmråsa Fyr;SN71990;06.1997;12,8;2
Buholmråsa Fyr;SN71990;07.1997;14,1;1,6
Buholmråsa Fyr;SN71990;08.1997;16;3
Buholmråsa Fyr;SN71990;09.1997;12,1;1,4
Buholmråsa Fyr;SN71990;10.1997;6,4;-1,1
Buholmråsa Fyr;SN71990;11.1997;3,9;0
Buholmråsa Fyr;SN71990;12.1997;2,6;1
Buholmråsa Fyr;SN71990;01.1998;2,6;2,1
Buholmråsa Fyr;SN71990;02.1998;2,7;2
Buholmråsa Fyr;SN71990;03.1998;1,8;-0,1
Buholmråsa Fyr;SN71990;04.1998;4,1;0,1
Buholmråsa Fyr;SN71990;05.1998;7,2;-0,8
Buholmråsa Fyr;SN71990;06.1998;10,7;-0,1
Buholmråsa Fyr;SN71990;07.1998;13,9;1,4
Buholmråsa Fyr;SN71990;08.1998;13,1;0,1
Buholmråsa Fyr;SN71990;09.1998;12,5;1,8
Buholmråsa Fyr;SN71990;10.1998;7,3;-0,2
Buholmråsa Fyr;SN71990;11.1998;3;-0,9
Buholmråsa Fyr;SN71990;12.1998;3,6;2
Buholmråsa Fyr;SN71990;01.1999;0,7;0,2
Buholmråsa Fyr;SN71990;02.1999;1,5;0,8
Buholmråsa Fyr;SN71990;03.1999;2,2;0,3
Buholmråsa Fyr;SN71990;04.1999;4,9;0,9
Buholmråsa Fyr;SN71990;05.1999;7,4;-0,6
Buholmråsa Fyr;SN71990;06.1999;11,7;0,9
Buholmråsa Fyr;SN71990;07.1999;12,7;0,2
Buholmråsa Fyr;SN71990;08.1999;12,4;-0,6
Buholmråsa Fyr;SN71990;09.1999;14,1;3,4
Buholmråsa Fyr;SN71990;10.1999;8,5;1
Buholmråsa Fyr;SN71990;11.1999;7;3,1
Buholmråsa Fyr;SN71990;12.1999;0,3;-1,3
Buholmråsa Fyr;SN71990;01.2000;3;2,5
Buholmråsa Fyr;SN71990;02.2000;2,7;2
Buholmråsa Fyr;SN71990;03.2000;1,8;-0,1
Buholmråsa Fyr;SN71990;04.2000;4,9;0,9
Buholmråsa Fyr;SN71990;05.2000;9,2;1,2
Buholmråsa Fyr;SN71990;06.2000;9,3;-1,5
Buholmråsa Fyr;SN71990;07.2000;11,6;-0,9
Buholmråsa Fyr;SN71990;08.2000;11,9;-1,1
Buholmråsa Fyr;SN71990;09.2000;12,2;1,5
Buholmråsa Fyr;SN71990;10.2000;10,4;2,9
Buholmråsa Fyr;SN71990;11.2000;6,6;2,7
Buholmråsa Fyr;SN71990;12.2000;3,3;1,7
Buholmråsa Fyr;SN71990;01.2001;3,3;2,8
Buholmråsa Fyr;SN71990;02.2001;-2,9;-3,6
Buholmråsa Fyr;SN71990;03.2001;-0,3;-2,2
Buholmråsa Fyr;SN71990;04.2001;4,2;0,2
Buholmråsa Fyr;SN71990;05.2001;7,2;-0,8
Buholmråsa Fyr;SN71990;07.2001;12,2;-0,3
Buholmråsa Fyr;SN71990;08.2001;13,5;0,5
Buholmråsa Fyr;SN71990;09.2001;12;1,3
Buholmråsa Fyr;SN71990;11.2001;5;1,1
Buholmråsa Fyr;SN71990;12.2001;2;0,4
Buholmråsa Fyr;SN71990;01.2002;2,1;1,6
Buholmråsa Fyr;SN71990;02.2002;2,4;1,7
Buholmråsa Fyr;SN71990;03.2002;2,7;0,8
Buholmråsa Fyr;SN71990;04.2002;7,2;3,2
Buholmråsa Fyr;SN71990;05.2002;11,2;3,2
Buholmråsa Fyr;SN71990;06.2002;14,8;4
Buholmråsa Fyr;SN71990;07.2002;15,1;2,6
Buholmråsa Fyr;SN71990;08.2002;15,5;2,5
Buholmråsa Fyr;SN71990;09.2002;11,5;0,8
Buholmråsa Fyr;SN71990;10.2002;4,7;-2,8
Buholmråsa Fyr;SN71990;11.2002;1,3;-2,6
Buholmråsa Fyr;SN71990;12.2002;1,1;-0,5
Buholmråsa Fyr;SN71990;01.2003;0;-0,5
Buholmråsa Fyr;SN71990;02.2003;3,5;2,8
Buholmråsa Fyr;SN71990;03.2003;4,4;2,5
Buholmråsa Fyr;SN71990;04.2003;5,2;1,2
Buholmråsa Fyr;SN71990;05.2003;9;1
Buholmråsa Fyr;SN71990;06.2003;11,9;1,1
Buholmråsa Fyr;SN71990;07.2003;16;3,5
Buholmråsa Fyr;SN71990;08.2003;14,8;1,8
Buholmråsa Fyr;SN71990;09.2003;11,9;1,2
Buholmråsa Fyr;SN71990;10.2003;6,4;-1,1
Buholmråsa Fyr;SN71990;11.2003;5,9;2
Buholmråsa Fyr;SN71990;12.2003;3,4;1,8
Buholmråsa Fyr;SN71990;01.2004;0,5;0
Buholmråsa Fyr;SN71990;02.2004;1,5;0,8
Buholmråsa Fyr;SN71990;03.2004;3,5;1,6
Buholmråsa Fyr;SN71990;04.2004;7,6;3,6
Buholmråsa Fyr;SN71990;05.2004;8,6;0,6
Buholmråsa Fyr;SN71990;06.2004;9,7;-1,1
Buholmråsa Fyr;SN71990;07.2004;12,8;0,3
Buholmråsa Fyr;SN71990;08.2004;14,7;1,7
Buholmråsa Fyr;SN71990;09.2004;11,6;0,9
Buholmråsa Fyr;SN71990;10.2004;8,4;0,9
Buholmråsa Fyr;SN71990;11.2004;4;0,1
Buholmråsa Fyr;SN71990;12.2004;4,6;3
Buholmråsa Fyr;SN71990;01.2005;3,7;3,2
Buholmråsa Fyr;SN71990;02.2005;1,5;0,8
Buholmråsa Fyr;SN71990;03.2005;1,6;-0,3
Buholmråsa Fyr;SN71990;04.2005;5,8;1,8
Buholmråsa Fyr;SN71990;05.2005;7,3;-0,7
Buholmråsa Fyr;SN71990;06.2005;10,7;-0,1
Buholmråsa Fyr;SN71990;07.2005;14,4;1,9
Buholmråsa Fyr;SN71990;08.2005;12,8;-0,2
Buholmråsa Fyr;SN71990;09.2005;11,3;0,6
Buholmråsa Fyr;SN71990;10.2005;9,5;2
Buholmråsa Fyr;SN71990;11.2005;6,4;2,5
Buholmråsa Fyr;SN71990;12.2005;2,5;0,9
Buholmråsa Fyr;SN71990;01.2006;3,6;3,1
Buholmråsa Fyr;SN71990;02.2006;1,7;1
Buholmråsa Fyr;SN71990;03.2006;-1,4;-3,3
Buholmråsa Fyr;SN71990;04.2006;5,2;1,2
Buholmråsa Fyr;SN71990;05.2006;9,1;1,1
Buholmråsa Fyr;SN71990;06.2006;10,6;-0,2
Buholmråsa Fyr;SN71990;07.2006;14,5;2
Buholmråsa Fyr;SN71990;08.2006;16,8;3,8
Buholmråsa Fyr;SN71990;09.2006;13,8;3,1
Buholmråsa Fyr;SN71990;10.2006;8,1;0,6
Buholmråsa Fyr;SN71990;11.2006;6,4;2,5
Buholmråsa Fyr;SN71990;12.2006;6,4;4,8
Buholmråsa Fyr;SN71990;02.2007;-1,8;-2,5
Buholmråsa Fyr;SN71990;03.2007;4,5;2,6
Buholmråsa Fyr;SN71990;04.2007;5,2;1,2
Buholmråsa Fyr;SN71990;05.2007;8;0
Buholmråsa Fyr;SN71990;06.2007;11,4;0,6
Buholmråsa Fyr;SN71990;07.2007;14,9;2,4
Buholmråsa Fyr;SN71990;08.2007;13;0
Buholmråsa Fyr;SN71990;09.2007;9,8;-0,9
Buholmråsa Fyr;SN71990;10.2007;8,3;0,8
Buholmråsa Fyr;SN71990;11.2007;4;0,1
Buholmråsa Fyr;SN71990;12.2007;4,5;2,9
Buholmråsa Fyr;SN71990;02.2008;3,5;2,8
Buholmråsa Fyr;SN71990;03.2008;2;0,1
Buholmråsa Fyr;SN71990;04.2008;5,7;1,7
Buholmråsa Fyr;SN71990;05.2008;8,1;0,1
Buholmråsa Fyr;SN71990;06.2008;11,5;0,7
Buholmråsa Fyr;SN71990;07.2008;13,8;1,3
Buholmråsa Fyr;SN71990;08.2008;14;1
Buholmråsa Fyr;SN71990;09.2008;12,1;1,4
Buholmråsa Fyr;SN71990;10.2008;8,3;0,8
Buholmråsa Fyr;SN71990;12.2008;3,1;1,5
Buholmråsa Fyr;SN71990;01.2009;2,4;1,9
Buholmråsa Fyr;SN71990;02.2009;0;-0,7
Buholmråsa Fyr;SN71990;03.2009;3;1,1
Buholmråsa Fyr;SN71990;04.2009;6,8;2,8
Buholmråsa Fyr;SN71990;05.2009;9,7;1,7
Buholmråsa Fyr;SN71990;06.2009;10,7;-0,1
Buholmråsa Fyr;SN71990;07.2009;13,2;0,7
Buholmråsa Fyr;SN71990;08.2009;15;2
Buholmråsa Fyr;SN71990;09.2009;11,7;1
Buholmråsa Fyr;SN71990;10.2009;6,7;-0,8
Buholmråsa Fyr;SN71990;11.2009;5,6;1,7
Buholmråsa Fyr;SN71990;12.2009;0,8;-0,8
Buholmråsa Fyr;SN71990;01.2010;-0,9;-1,4
Buholmråsa Fyr;SN71990;02.2010;-2,4;-3,1
Buholmråsa Fyr;SN71990;03.2010;1,9;0
Buholmråsa Fyr;SN71990;04.2010;5,1;1,1
Buholmråsa Fyr;SN71990;05.2010;7,4;-0,6
Buholmråsa Fyr;SN71990;06.2010;9,4;-1,4
Buholmråsa Fyr;SN71990;07.2010;13,5;1
Buholmråsa Fyr;SN71990;08.2010;14;1
Buholmråsa Fyr;SN71990;09.2010;11,7;1
Buholmråsa Fyr;SN71990;10.2010;8,4;0,9
Buholmråsa Fyr;SN71990;11.2010;0,2;-3,7
Buholmråsa Fyr;SN71990;12.2010;-2,1;-3,7
Buholmråsa Fyr;SN71990;01.2011;1,7;1,2
Buholmråsa Fyr;SN71990;02.2011;0,2;-0,5
Buholmråsa Fyr;SN71990;03.2011;2,4;0,5
Buholmråsa Fyr;SN71990;04.2011;6,9;2,9
Buholmråsa Fyr;SN71990;05.2011;9,5;1,5
Buholmråsa Fyr;SN71990;06.2011;12;1,2
Buholmråsa Fyr;SN71990;07.2011;12,6;0,1
Buholmråsa Fyr;SN71990;08.2011;13,7;0,7
Buholmråsa Fyr;SN71990;09.2011;12,9;2,2
Buholmråsa Fyr;SN71990;10.2011;9,9;2,4
Buholmråsa Fyr;SN71990;11.2011;8,4;4,5
Buholmråsa Fyr;SN71990;12.2011;3,8;2,2
Buholmråsa Fyr;SN71990;01.2012;1,9;1,4
Buholmråsa Fyr;SN71990;02.2012;1,8;1,1
Buholmråsa Fyr;SN71990;03.2012;4,7;2,8
Buholmråsa Fyr;SN71990;04.2012;4;0
Buholmråsa Fyr;SN71990;05.2012;7,1;-0,9
Buholmråsa Fyr;SN71990;06.2012;10,6;-0,2
Buholmråsa Fyr;SN71990;07.2012;12;-0,5
Buholmråsa Fyr;SN71990;08.2012;12,4;-0,6
Buholmråsa Fyr;SN71990;09.2012;10,4;-0,3
Buholmråsa Fyr;SN71990;10.2012;6,5;-1
Buholmråsa Fyr;SN71990;11.2012;5,4;1,5
Buholmråsa Fyr;SN71990;12.2012;-1,5;-3,1
Buholmråsa Fyr;SN71990;01.2013;1,3;0,8
Buholmråsa Fyr;SN71990;02.2013;0,7;0
Buholmråsa Fyr;SN71990;03.2013;-0,2;-2,1
Buholmråsa Fyr;SN71990;04.2013;4,1;0,1
Buholmråsa Fyr;SN71990;05.2013;10,6;2,6
Buholmråsa Fyr;SN71990;06.2013;12,2;1,4
Buholmråsa Fyr;SN71990;07.2013;13;0,5
Buholmråsa Fyr;SN71990;08.2013;14,3;1,3
Buholmråsa Fyr;SN71990;09.2013;12,5;1,8
Buholmråsa Fyr;SN71990;10.2013;8,5;1
Buholmråsa Fyr;SN71990;11.2013;5,2;1,3
Buholmråsa Fyr;SN71990;12.2013;4,7;3,1
Buholmråsa Fyr;SN71990;01.2014;-0,6;-1,1
Buholmråsa Fyr;SN71990;02.2014;4,4;3,7
Buholmråsa Fyr;SN71990;03.2014;4,2;2,3
Buholmråsa Fyr;SN71990;04.2014;5,6;1,6
Buholmråsa Fyr;SN71990;05.2014;8,3;0,3
Buholmråsa Fyr;SN71990;06.2014;11,5;0,7
Buholmråsa Fyr;SN71990;07.2014;17,4;4,9
Buholmråsa Fyr;SN71990;08.2014;15,3;2,3
Buholmråsa Fyr;SN71990;09.2014;12,6;1,9
Buholmråsa Fyr;SN71990;10.2014;9,2;1,7
Buholmråsa Fyr;SN71990;11.2014;6,2;2,3
Buholmråsa Fyr;SN71990;12.2014;3,4;1,8
Buholmråsa Fyr;SN71990;01.2015;2;1,5
Buholmråsa Fyr;SN71990;02.2015;3,4;2,7
Buholmråsa Fyr;SN71990;03.2015;4,6;2,7
Buholmråsa Fyr;SN71990;04.2015;5,3;1,3
Buholmråsa Fyr;SN71990;05.2015;8,1;0,1
Buholmråsa Fyr;SN71990;06.2015;9,1;-1,7
Buholmråsa Fyr;SN71990;07.2015;12,1;-0,4
Buholmråsa Fyr;SN71990;08.2015;16,2;3,2
Buholmråsa Fyr;SN71990;09.2015;13;2,3
Buholmråsa Fyr;SN71990;10.2015;9,6;2,1
Buholmråsa Fyr;SN71990;11.2015;6,4;2,5
Buholmråsa Fyr;SN71990;12.2015;5,5;3,9
Buholmråsa Fyr;SN71990;01.2016;-0,9;-1,4
Buholmråsa Fyr;SN71990;02.2016;2,3;1,6
Buholmråsa Fyr;SN71990;03.2016;4,3;2,4
Buholmråsa Fyr;SN71990;04.2016;5;1
Buholmråsa Fyr;SN71990;05.2016;9,2;1,2
Buholmråsa Fyr;SN71990;06.2016;10,2;-0,6
Buholmråsa Fyr;SN71990;07.2016;13,9;1,4
Buholmråsa Fyr;SN71990;08.2016;14;1
Buholmråsa Fyr;SN71990;09.2016;13,8;3,1
Buholmråsa Fyr;SN71990;10.2016;8,7;1,2
Buholmråsa Fyr;SN71990;11.2016;3,5;-0,4
Buholmråsa Fyr;SN71990;12.2016;5,2;3,6
Buholmråsa Fyr;SN71990;01.2017;3,7;3,2
Buholmråsa Fyr;SN71990;03.2017;2,3;0,4
Buholmråsa Fyr;SN71990;04.2017;4;0
Buholmråsa Fyr;SN71990;05.2017;7,4;-0,6
Buholmråsa Fyr;SN71990;06.2017;11,9;1,1
Buholmråsa Fyr;SN71990;07.2017;14;1,5
Buholmråsa Fyr;SN71990;08.2017;13,8;0,8
Buholmråsa Fyr;SN71990;09.2017;13,1;2,4
Buholmråsa Fyr;SN71990;10.2017;8,4;0,9
Buholmråsa Fyr;SN71990;11.2017;4,2;0,3
Buholmråsa Fyr;SN71990;12.2017;2,5;0,9
Buholmråsa Fyr;SN71990;01.2018;1,9;1,4
Buholmråsa Fyr;SN71990;02.2018;-0,3;-1
Buholmråsa Fyr;SN71990;03.2018;-0,2;-2,1
Buholmråsa Fyr;SN71990;04.2018;5,7;1,7
Buholmråsa Fyr;SN71990;05.2018;10,7;2,7
Buholmråsa Fyr;SN71990;06.2018;10;-0,8
Buholmråsa Fyr;SN71990;07.2018;15,4;2,9
Buholmråsa Fyr;SN71990;08.2018;14;1
Buholmråsa Fyr;SN71990;09.2018;12,3;1,6
Buholmråsa Fyr;SN71990;10.2018;8,2;0,7
Buholmråsa Fyr;SN71990;11.2018;7,4;3,5
Buholmråsa Fyr;SN71990;12.2018;3;1,4
Buholmråsa Fyr;SN71990;01.2019;1,4;0,9
Buholmråsa Fyr;SN71990;02.2019;3,1;2,4
Buholmråsa Fyr;SN71990;03.2019;2;0,1
Buholmråsa Fyr;SN71990;04.2019;7,6;3,6
Buholmråsa Fyr;SN71990;05.2019;7,9;-0,1
Buholmråsa Fyr;SN71990;06.2019;12,1;1,3
Buholmråsa Fyr;SN71990;07.2019;14;1,5
Buholmråsa Fyr;SN71990;08.2019;14,8;1,8
Buholmråsa Fyr;SN71990;09.2019;11,6;0,9
Buholmråsa Fyr;SN71990;10.2019;6,9;-0,6
Buholmråsa Fyr;SN71990;11.2019;2,6;-1,3
Buholmråsa Fyr;SN71990;12.2019;4,5;2,9
Buholmråsa Fyr;SN71990;01.2020;5,2;4,7
Buholmråsa Fyr;SN71990;02.2020;3,3;2,6
Buholmråsa Fyr;SN71990;03.2020;3,1;1,2
Buholmråsa Fyr;SN71990;04.2020;4,8;0,8
Buholmråsa Fyr;SN71990;05.2020;6,7;-1,3
Buholmråsa Fyr;SN71990;06.2020;14,6;3,8
Buholmråsa Fyr;SN71990;07.2020;13,2;0,7
Buholmråsa Fyr;SN71990;08.2020;14,2;1,2
Buholmråsa Fyr;SN71990;09.2020;12,1;1,4
Buholmråsa Fyr;SN71990;10.2020;9;1,5
Buholmråsa Fyr;SN71990;11.2020;7,8;3,9
Buholmråsa Fyr;SN71990;12.2020;5;3,4
Buholmråsa Fyr;SN71990;01.2021;0,1;-0,4
Buholmråsa Fyr;SN71990;02.2021;1;0,3
Buholmråsa Fyr;SN71990;03.2021;4;2,1
Buholmråsa Fyr;SN71990;04.2021;4,2;0,2
Buholmråsa Fyr;SN71990;05.2021;8,2;0,2
Buholmråsa Fyr;SN71990;06.2021;12,4;1,6
Buholmråsa Fyr;SN71990;07.2021;15,3;2,8
Buholmråsa Fyr;SN71990;08.2021;14,4;1,1
Drivdalen;SN63820;08.2017;10,4;-
Drivdalen;SN63820;09.2017;8,6;-
Drivdalen;SN63820;10.2017;3,8;-
Drivdalen;SN63820;11.2017;-2,3;-
Drivdalen;SN63820;12.2017;-3,7;-
Drivdalen;SN63820;01.2018;-4,1;-
Drivdalen;SN63820;02.2018;-6,4;-
Drivdalen;SN63820;03.2018;-5,9;-
Drivdalen;SN63820;04.2018;2,7;-
Drivdalen;SN63820;05.2018;11,5;-
Drivdalen;SN63820;06.2018;10,9;-
Drivdalen;SN63820;07.2018;16;-
Drivdalen;SN63820;08.2018;11,2;-
Drivdalen;SN63820;09.2018;8,5;-
Drivdalen;SN63820;10.2018;3,5;-
Drivdalen;SN63820;11.2018;0,7;-
Drivdalen;SN63820;12.2018;-2,3;-
Drivdalen;SN63820;01.2019;-4,5;-
Drivdalen;SN63820;02.2019;-0,5;-
Drivdalen;SN63820;03.2019;-2,1;-
Drivdalen;SN63820;04.2019;4,1;-
Drivdalen;SN63820;05.2019;5,1;-
Drivdalen;SN63820;06.2019;11,4;-
Drivdalen;SN63820;07.2019;13,1;-
Drivdalen;SN63820;08.2019;12,4;-
Drivdalen;SN63820;09.2019;7,1;-
Drivdalen;SN63820;10.2019;1,4;-
Drivdalen;SN63820;11.2019;-3,6;-
Drivdalen;SN63820;12.2019;-1,2;-
Drivdalen;SN63820;01.2020;1,1;-
Drivdalen;SN63820;02.2020;-1,6;-
Drivdalen;SN63820;03.2020;-0,8;-
Drivdalen;SN63820;04.2020;1,6;-
Drivdalen;SN63820;05.2020;4,4;-
Drivdalen;SN63820;06.2020;14,2;-
Drivdalen;SN63820;07.2020;9,8;-
Drivdalen;SN63820;08.2020;12,5;-
Drivdalen;SN63820;09.2020;8,2;-
Drivdalen;SN63820;10.2020;3,6;-
Drivdalen;SN63820;11.2020;2,3;-
Drivdalen;SN63820;12.2020;-0,4;-
Drivdalen;SN63820;01.2021;-8,5;-
Drivdalen;SN63820;02.2021;-7,4;-
Drivdalen;SN63820;03.2021;-0,2;-
Drivdalen;SN63820;04.2021;-0,5;-
Drivdalen;SN63820;05.2021;6,2;-
Drivdalen;SN63820;06.2021;12,2;-
Drivdalen;SN63820;07.2021;14,9;-
Drivdalen;SN63820;08.2021;11,1;-
Frosta;SN69655;03.2013;-2;-2,3
Frosta;SN69655;04.2013;3,9;0,4
Frosta;SN69655;05.2013;12,4;3,9
Frosta;SN69655;06.2013;13,2;1,2
Frosta;SN69655;07.2013;14,2;0,7
Frosta;SN69655;08.2013;14,3;1,3
Frosta;SN69655;09.2013;12;2,5
Frosta;SN69655;10.2013;6,9;0,9
Frosta;SN69655;11.2013;3,5;2,3
Frosta;SN69655;12.2013;2,9;3,5
Frosta;SN69655;01.2014;-1,5;0,7
Frosta;SN69655;02.2014;4;6
Frosta;SN69655;03.2014;3,8;3,5
Frosta;SN69655;04.2014;6,3;2,8
Frosta;SN69655;05.2014;10,3;1,8
Frosta;SN69655;06.2014;13;1
Frosta;SN69655;07.2014;19,7;6,2
Frosta;SN69655;08.2014;15,8;2,8
Frosta;SN69655;09.2014;12,2;2,7
Frosta;SN69655;10.2014;8,1;2,1
Frosta;SN69655;11.2014;4,2;3
Frosta;SN69655;12.2014;0,9;1,5
Frosta;SN69655;01.2015;0,7;2,9
Frosta;SN69655;02.2015;2,2;4,2
Frosta;SN69655;03.2015;4;3,7
Frosta;SN69655;04.2015;5,1;1,6
Frosta;SN69655;05.2015;8,5;0
Frosta;SN69655;06.2015;10,3;-1,7
Frosta;SN69655;07.2015;13,6;0,1
Frosta;SN69655;08.2015;17;4
Frosta;SN69655;09.2015;12,3;2,8
Frosta;SN69655;10.2015;7,8;1,8
Frosta;SN69655;11.2015;4,4;3,2
Frosta;SN69655;12.2015;3,1;3,7
Frosta;SN69655;01.2016;-3,1;-0,9
Frosta;SN69655;02.2016;0,3;2,3
Frosta;SN69655;03.2016;3;2,7
Frosta;SN69655;04.2016;4,7;1,2
Frosta;SN69655;05.2016;10,6;2,1
Frosta;SN69655;06.2016;13,1;1,1
Frosta;SN69655;07.2016;15,5;2
Frosta;SN69655;08.2016;14;1
Frosta;SN69655;09.2016;12,9;3,4
Frosta;SN69655;10.2016;6,1;0,1
Frosta;SN69655;11.2016;1,5;0,3
Frosta;SN69655;12.2016;2,6;3,2
Frosta;SN69655;01.2017;1,5;3,7
Frosta;SN69655;02.2017;-0,1;1,9
Frosta;SN69655;03.2017;1,9;1,6
Frosta;SN69655;04.2017;4,1;0,6
Frosta;SN69655;05.2017;9,2;0,7
Frosta;SN69655;06.2017;13,3;1,3
Frosta;SN69655;07.2017;14,7;1,2
Frosta;SN69655;08.2017;13,8;0,8
Frosta;SN69655;09.2017;12,9;3,4
Frosta;SN69655;10.2017;7,6;1,6
Frosta;SN69655;11.2017;1,7;0,5
Frosta;SN69655;12.2017;-0,1;0,5
Frosta;SN69655;01.2018;-0,5;1,7
Frosta;SN69655;02.2018;-2,9;-0,9
Frosta;SN69655;03.2018;-1,7;-2
Frosta;SN69655;04.2018;6;2,5
Frosta;SN69655;05.2018;13,5;5
Frosta;SN69655;06.2018;11,8;-0,2
Frosta;SN69655;07.2018;17,7;4,2
Frosta;SN69655;08.2018;13,8;0,8
Frosta;SN69655;09.2018;11,5;2
Frosta;SN69655;10.2018;6,5;0,5
Frosta;SN69655;11.2018;4,3;3,1
Frosta;SN69655;12.2018;0,6;1,2
Frosta;SN69655;01.2019;-1,4;0,8
Frosta;SN69655;02.2019;1,2;3,2
Frosta;SN69655;03.2019;0,9;0,6
Frosta;SN69655;04.2019;7,6;4,1
Frosta;SN69655;05.2019;8,7;0,2
Frosta;SN69655;06.2019;13,9;1,9
Frosta;SN69655;07.2019;15,7;2,2
Frosta;SN69655;08.2019;15,4;2,4
Frosta;SN69655;09.2019;10,5;1
Frosta;SN69655;10.2019;5;-1
Frosta;SN69655;11.2019;0;-1,2
Frosta;SN69655;12.2019;1,8;2,4
Frosta;SN69655;01.2020;3,4;5,6
Frosta;SN69655;02.2020;1,5;3,5
Frosta;SN69655;03.2020;2,2;1,9
Frosta;SN69655;04.2020;4,7;1,2
Frosta;SN69655;05.2020;7,4;-1,1
Frosta;SN69655;06.2020;18,3;6,3
Frosta;SN69655;07.2020;13,5;0
Frosta;SN69655;08.2020;14,8;1,8
Frosta;SN69655;09.2020;11,2;1,7
Frosta;SN69655;10.2020;7,7;1,7
Frosta;SN69655;11.2020;5,4;4,2
Frosta;SN69655;12.2020;3,2;3,8
Frosta;SN69655;01.2021;-3,6;-1,4
Frosta;SN69655;02.2021;-2,4;-0,4
Frosta;SN69655;03.2021;3;2,7
Frosta;SN69655;04.2021;3,8;0,3
Frosta;SN69655;05.2021;10;1,5
Frosta;SN69655;06.2021;14,9;2,9
Frosta;SN69655;07.2021;17,8;4,3
Frosta;SN69655;08.2021;15,1;1,5
Gartland;SN73550;08.2017;12;0,6
Gartland;SN73550;09.2017;10,4;3,1
Gartland;SN73550;10.2017;4,6;1,2
Gartland;SN73550;11.2017;-2,3;0,7
Gartland;SN73550;12.2017;-4;1,7
Gartland;SN73550;01.2018;-5,6;2
Gartland;SN73550;02.2018;-8;-1,5
Gartland;SN73550;03.2018;-6,9;-4,3
Gartland;SN73550;04.2018;2,4;1,1
Gartland;SN73550;05.2018;11,4;4,3
Gartland;SN73550;06.2018;10,2;-1,2
Gartland;SN73550;07.2018;16,9;4
Gartland;SN73550;08.2018;12,1;0,7
Gartland;SN73550;09.2018;9,3;2
Gartland;SN73550;10.2018;3,8;0,4
Gartland;SN73550;11.2018;0,8;3,8
Gartland;SN73550;12.2018;-4,7;1
Gartland;SN73550;01.2019;-5,1;2,5
Gartland;SN73550;02.2019;-2;4,5
Gartland;SN73550;03.2019;-2,5;0,1
Gartland;SN73550;04.2019;4,2;2,9
Gartland;SN73550;05.2019;6,8;-0,3
Gartland;SN73550;06.2019;12,5;1,1
Gartland;SN73550;07.2019;14,8;1,9
Gartland;SN73550;08.2019;13,8;2,4
Gartland;SN73550;09.2019;8;0,7
Gartland;SN73550;10.2019;1,8;-1,6
Gartland;SN73550;11.2019;-3,7;-0,7
Gartland;SN73550;12.2019;-0,9;4,8
Gartland;SN73550;01.2020;0,8;8,4
Gartland;SN73550;02.2020;-2,1;4,4
Gartland;SN73550;03.2020;-0,2;2,4
Gartland;SN73550;04.2020;2,3;1
Gartland;SN73550;05.2020;5,1;-2
Gartland;SN73550;06.2020;16,4;5
Gartland;SN73550;07.2020;12,3;-0,6
Gartland;SN73550;08.2020;13;1,6
Gartland;SN73550;09.2020;8,9;1,6
Gartland;SN73550;10.2020;5;1,6
Gartland;SN73550;11.2020;2,9;5,9
Gartland;SN73550;12.2020;-0,1;5,6
Gartland;SN73550;01.2021;-9,2;-1,6
Gartland;SN73550;02.2021;-8,2;-1,7
Gartland;SN73550;03.2021;0,6;3,2
Gartland;SN73550;04.2021;1,9;0,6
Gartland;SN73550;05.2021;7,7;0,6
Gartland;SN73550;06.2021;13,4;2
Gartland;SN73550;07.2021;16,6;3,7
Gartland;SN73550;08.2021;13,4;1,2
Halten Fyr;SN71850;08.2017;13,7;1
Halten Fyr;SN71850;09.2017;13,2;2,8
Halten Fyr;SN71850;10.2017;9,4;1,6
Halten Fyr;SN71850;11.2017;5,4;1,1
Halten Fyr;SN71850;12.2017;3,7;1,1
Halten Fyr;SN71850;01.2018;2,7;1
Halten Fyr;SN71850;02.2018;1,1;-0,5
Halten Fyr;SN71850;03.2018;0,8;-1,7
Halten Fyr;SN71850;04.2018;5,3;1,1
Halten Fyr;SN71850;05.2018;9,6;2,1
